t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
97.424,296.653259277,121.750030518,307.0,205.0,282.0,70.0,1056.81982422,-13.5340080261,2205.39501953,1152.30151367,-666.296813965,2235.39501953,930.663085938,381.419281006,2175.39501953
97.44,292.322631836,120.020812988,307.0,205.0,278.0,62.0,1022.2833252,-0.160766601562,2203.14257812,1151.14050293,-665.625427246,2233.14257812,899.217346191,441.988250732,2173.14257812
97.471,290.968383789,120.518615723,307.0,205.0,280.0,60.0,1010.71453857,-4.00227355957,2200.73364258,1149.89868164,-664.907348633,2230.73364258,913.444763184,456.722351074,2170.73364258
97.518,290.59753418,120.759208679,307.0,205.0,278.0,58.0,996.864807129,-5.79512786865,2176.7409668,1137.53088379,-657.755981445,2206.7409668,888.292724609,466.730072021,2146.7409668
97.549,290.334350586,120.750099182,307.0,205.0,272.0,30.0,986.781982422,-5.67914581299,2159.07568359,1128.42480469,-652.490539551,2189.07568359,836.187438965,671.936279297,2129.07568359
97.596,288.884033203,119.537376404,307.0,205.0,268.0,20.0,978.949462891,3.51391983032,2166.04101562,1132.01538086,-654.566650391,2196.04101562,808.961425781,749.038391113,2136.04101562
97.627,288.060241699,116.323318481,307.0,205.0,264.0,16.0,953.380859375,27.3721313477,2123.03759766,1109.84790039,-641.748779297,2153.03759766,763.316833496,763.316894531,2093.03759766
97.658,288.717346191,117.059646606,307.0,207.0,260.0,16.0,950.389282227,21.7101821899,2105.57080078,1100.84411621,-651.519958496,2135.57080078,727.833496094,756.946838379,2075.57080078
97.674,287.540527344,119.300552368,307.0,207.0,258.0,16.0,924.593200684,5.07060623169,2067.32128906,1081.12731934,-639.850830078,2097.32128906,700.132263184,742.997497559,2037.32128906
97.721,285.852996826,119.198936462,307.0,211.0,246.0,16.0,912.816894531,5.81015777588,2068.35742188,1081.66137695,-669.599853516,2098.35742188,614.714294434,743.375366211,2038.35742188
97.736,283.87020874,116.802642822,307.0,211.0,230.0,18.0,889.214904785,22.9525260925,2047.1295166,1070.71875,-662.825866699,2077.12939453,495.138061523,721.486938477,2017.1295166
97.768,284.891235352,109.55594635,307.0,213.0,222.0,18.0,858.378723145,71.7820510864,1959.98364258,1025.796875,-648.973449707,1989.98364258,419.604248047,690.31652832,1929.98364258
97.815,283.124328613,108.049789429,307.0,215.0,216.0,18.0,849.276245117,82.4291229248,1967.02819824,1029.42822266,-665.276611328,1997.02819824,380.380706787,692.836242676,1937.02819824
97.846,281.708374023,105.447631836,307.0,215.0,214.0,20.0,834.381286621,99.7648925781,1955.01269531,1023.23443604,-661.273864746,1985.01269531,364.520385742,675.037780762,1925.01269531
