t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
81.018,143.287475586,160.571594238,155.0,235.0,136.0,118.0,-163.767272949,-397.563842773,2794.41162109,-49.5213508606,-1138.99121094,2824.41162109,-232.652862549,19.3877220154,2764.41162109
81.049,143.245422363,160.695770264,155.0,235.0,136.0,118.0,-164.092956543,-398.571228027,2792.94335938,-49.4956092834,-1138.39904785,2822.94335938,-232.529281616,19.3774242401,2762.94335938
81.08,143.190765381,160.788131714,155.0,235.0,136.0,118.0,-164.480194092,-399.116455078,2790.43115234,-49.4515609741,-1137.38598633,2820.43115234,-232.317855835,19.3598041534,2760.43115234
81.112,143.132156372,160.881881714,155.0,235.0,136.0,118.0,-165.012069702,-399.93270874,2789.7265625,-49.4392089844,-1137.10180664,2819.7265625,-232.258560181,19.3548641205,2759.7265625
81.158,143.112182617,160.9012146,155.0,235.0,136.0,118.0,-165.139266968,-399.956665039,2788.57421875,-49.419002533,-1136.63708496,2818.57421875,-232.161575317,19.3467826843,2758.57421875
81.174,142.97315979,161.127960205,155.0,235.0,136.0,118.0,-165.317657471,-399.321075439,2768.79345703,-49.0721817017,-1128.66015625,2798.79345703,-230.496826172,19.2080535889,2738.79345703
81.205,142.996826172,161.431213379,155.0,235.0,134.0,116.0,-165.070892334,-402.224121094,2768.50952148,-49.0672035217,-1128.5456543,2798.50952148,-249.679092407,38.4121932983,2738.50952148
81.252,142.674758911,161.801239014,155.0,235.0,136.0,116.0,-168.080505371,-405.533874512,2766.58129883,-49.0333938599,-1127.76806641,2796.58129883,-230.310653687,38.3851470947,2736.58129883
81.283,142.53086853,161.861831665,155.0,235.0,136.0,116.0,-169.406768799,-405.954803467,2765.44506836,-49.0134735107,-1127.30981445,2795.44506836,-230.215026855,38.3692092896,2735.44506836
81.315,142.526733398,161.83454895,155.0,235.0,132.0,118.0,-169.161621094,-405.007293701,2760.78930664,-48.931842804,-1125.43237305,2790.78930664,-268.12713623,19.1519165039,2730.78930664
