start,end,name,index
39.317,44.8,stairs,6
90.104,92.656,hall,3
95.628,105.636,living,5
109.331,131.801,living,5
139.318,139.832,living,5
149.319,151.819,living,5
159.32,165.625,living,5
172.493,179.319,living,5
209.332,219.319,living,5
220.089,229.342,living,5
229.384,239.316,living,5
265.16,265.693,living,5
269.32,279.316,living,5
283.494,293.495,living,5
294.83,299.315,living,5
329.04,329.317,living,5
333.491,340.184,living,5
349.318,349.829,living,5
353.492,359.317,living,5
363.493,369.319,living,5
393.494,397.63,living,5
403.494,406.966,living,5
413.495,416.841,living,5
423.496,429.323,living,5
458.802,476.491,living,5
469.318,479.321,hall,3
479.927,489.94,kitchen,4
499.318,508.059,kitchen,4
508.8,509.318,kitchen,4
515.039,516.808,kitchen,4
517.491,521.532,kitchen,4
525.675,527.492,kitchen,4
586.364,587.498,kitchen,4
604.53,607.495,kitchen,4
618.803,628.799,kitchen,4
719.832,727.507,kitchen,4
742.837,757.495,living,5
931.075,937.502,living,5
971.157,974.118,hall,3
970.437,977.493,living,5
990.433,997.492,kitchen,4
1043.369,1043.531,kitchen,4
1047.506,1050.432,kitchen,4
1050.929,1057.494,kitchen,4
1063.53,1067.493,kitchen,4
1080.921,1085.838,stairs,6
1095.84,1103.801,bed2,2
1115.838,1128.939,bed2,2
1130.431,1135.861,bed2,2
1140.431,1150.43,bed2,2
1180.434,1183.509,bed2,2
1190.463,1193.801,bed2,2
1195.839,1200.433,bed2,2
1201.081,1210.43,bed2,2
1240.432,1240.922,bed2,2
1243.497,1250.432,bed2,2
1253.499,1261.949,bed2,2
1263.205,1271.432,bed2,2
1292.923,1300.684,bed2,2
1301.512,1304.423,bed2,2
1311.429,1315.839,bed2,2
1325.849,1335.838,bed2,2
1351.307,1355.838,bed2,2
1365.841,1373.499,bed2,2
1375.838,1383.501,bed2,2
1385.839,1386.532,toilet,8
1411.842,1421.847,bed2,2
1423.49,1430.379,bed2,2
1426.32,1431.867,stairs,6
1435.84,1441.844,stairs,6
1439.073,1446.321,toilet,8
1462.018,1463.803,toilet,8
1472.109,1489.076,toilet,8
1489.498,1496.323,toilet,8
1502.941,1506.321,stairs,6
1499.873,1509.077,toilet,8
1511.841,1520.247,stairs,6
1523.529,1523.802,bed1,1
1535.838,1541.847,bed1,1
1545.839,1557.639,stairs,6
1567.847,1571.887,bath,0
1609.074,1610.955,bath,0
1619.073,1622.087,bath,0
1629.07,1639.07,bath,0
1645.267,1649.074,bath,0
1700.924,1709.879,bath,0
1710.922,1713.494,bath,0
1732.119,1733.491,hall,3
1732.016,1749.073,living,5
1764.492,1769.075,living,5
