t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
22.327,221.753829956,177.598480225,269.0,233.0,182.0,106.0,346.453125,-323.140625,1599.875,622.981689453,-645.843444824,1629.875,121.110671997,77.0704040527,1569.875
22.358,222.427856445,175.268661499,275.0,233.0,184.0,104.0,356.35925293,-315.492095947,1627.8527832,668.556762695,-656.929748535,1657.8527832,134.475280762,89.6501922607,1597.8527832
22.389,223.092025757,170.90234375,275.0,233.0,188.0,102.0,367.825134277,-296.75958252,1662.54138184,682.545593262,-670.675231934,1692.54138184,160.293762207,103.04599762,1632.54138184
22.42,226.071838379,170.461242676,279.0,233.0,192.0,98.0,395.546173096,-302.091644287,1707.2076416,724.925170898,-688.374328613,1737.2076416,188.205123901,129.390975952,1677.2076416
22.452,226.991333008,170.084121704,281.0,233.0,194.0,96.0,403.839904785,-301.919189453,1719.08032227,742.146484375,-693.078979492,1749.08032227,201.383407593,142.152984619,1689.08032227
22.483,229.600769043,165.311157227,283.0,233.0,200.0,92.0,431.808227539,-281.113647461,1769.22216797,776.040527344,-712.947875977,1799.22216797,243.954910278,170.768447876,1739.22216797
22.514,232.610198975,158.257476807,285.0,233.0,202.0,90.0,463.45980835,-244.191650391,1820.20361328,811.00592041,-733.149353027,1850.20361328,263.661254883,188.329421997,1790.20361328
22.545,233.623962402,157.398880005,287.0,233.0,202.0,88.0,474.870391846,-241.22064209,1839.33740234,832.503234863,-740.731201172,1869.33740234,266.479278564,203.031768799,1809.33740234
22.592,235.292541504,156.656112671,289.0,233.0,200.0,84.0,485.542724609,-236.386123657,1838.99707031,845.459472656,-740.596313477,1868.99707031,253.742004395,228.36781311,1808.99707031
22.623,238.665527344,155.688659668,291.0,233.0,202.0,84.0,508.701721191,-230.785690308,1844.09887695,860.911071777,-742.617919922,1874.09887695,267.180541992,229.01184082,1814.09887695
22.655,241.750305176,153.791137695,293.0,233.0,202.0,82.0,528.452026367,-218.433288574,1843.40881348,873.732849121,-742.344543457,1873.40881348,267.078918457,241.64276123,1813.40881348
22.686,245.363739014,148.520614624,297.0,233.0,204.0,82.0,562.650634766,-187.985443115,1879.62341309,917.408630371,-756.694641113,1909.62341309,285.384552002,246.468475342,1849.62341309
22.733,248.254043579,149.321426392,301.0,233.0,204.0,82.0,586.110168457,-194.728561401,1893.86987305,951.23828125,-762.339904785,1923.86987305,287.582672119,248.366882324,1863.86987305
22.764,252.605255127,147.659759521,309.0,233.0,206.0,78.0,621.45300293,-185.618392944,1913.71875,1015.58007812,-770.205078125,1943.71875,303.856445312,277.434143066,1883.71875
22.795,254.775466919,146.540390015,309.0,233.0,206.0,74.0,638.065307617,-178.680252075,1919.8828125,1018.80078125,-772.647644043,1949.8828125,304.850738525,304.850708008,1889.8828125
22.827,258.781585693,146.020080566,309.0,233.0,208.0,72.0,669.870788574,-176.450744629,1933.83984375,1026.09326172,-778.178100586,1963.83984375,320.454284668,320.454315186,1903.83984375
22.858,262.992675781,145.016799927,309.0,233.0,210.0,74.0,702.46661377,-170.628326416,1945.02331543,1031.93652344,-782.609619141,1975.02331543,335.767425537,308.906036377,1915.02331543
22.889,266.334106445,143.336486816,309.0,233.0,214.0,76.0,729.521728516,-160.103515625,1956.46044922,1037.91235352,-787.141662598,1986.46044922,364.794525146,297.240020752,1926.46044922
22.92,267.142944336,140.889541626,309.0,233.0,216.0,76.0,742.223876953,-144.710571289,1975.49902344,1047.85986328,-794.68572998,2005.49902344,382.044158936,300.17755127,1945.49902344
22.952,272.301147461,140.24710083,309.0,233.0,222.0,78.0,783.1875,-141.203125,1988.78125,1054.79980469,-799.948852539,2018.78125,425.865234375,288.489318848,1958.78125
22.983,273.498413086,139.039901733,307.0,233.0,226.0,76.0,791.522399902,-132.781616211,1988.74377441,1040.62219238,-799.934020996,2018.74377441,453.331726074,302.221099854,1958.74377441
23.014,276.435058594,135.167404175,307.0,233.0,234.0,76.0,802.554138184,-104.544647217,1965.60375977,1028.69396973,-790.764648438,1995.60375977,502.276245117,298.650756836,1935.60375977
23.077,279.988433838,134.355499268,307.0,233.0,240.0,76.0,823.554443359,-98.5305709839,1957.30444336,1024.41577148,-787.476013184,1987.30444336,540.673156738,297.37020874,1927.30444336
23.108,280.044555664,135.801361084,307.0,233.0,248.0,76.0,824.276550293,-108.498748779,1958.10498047,1024.82849121,-787.793273926,1988.10498047,594.987426758,297.493774414,1928.10498047
23.139,280.899841309,137.225234985,307.0,233.0,252.0,76.0,835.791137695,-119.079566956,1971.41259766,1031.68823242,-793.066467285,2001.41259766,626.325683594,299.547027588,1941.41259766
23.202,276.466278076,137.466217041,309.0,233.0,256.0,72.0,837.473754883,-125.594223022,2050.57910156,1087.08874512,-824.436462402,2080.57910156,680.207824707,340.103851318,2020.57910156
23.233,282.029846191,136.541854858,309.0,233.0,258.0,70.0,869.960205078,-117.928207397,2033.00708008,1077.9074707,-817.473510742,2063.00708008,688.340087891,351.193908691,2003.00708008
23.264,283.026123047,135.101318359,309.0,233.0,258.0,70.0,877.867675781,-107.757247925,2034.87231445,1078.88208008,-818.212585449,2064.87231445,688.981079102,351.520965576,2004.87231445
23.295,284.986328125,139.120956421,309.0,233.0,258.0,70.0,909.905517578,-139.201278687,2076.05664062,1100.4005127,-834.532043457,2106.05664062,703.134155273,358.741943359,2046.05664062
23.327,283.486450195,132.535552979,309.0,233.0,258.0,72.0,916.081298828,-92.9946899414,2115.53466797,1121.02758789,-850.175292969,2145.53466797,716.700927734,351.03717041,2085.53466797
23.358,286.089538574,135.042251587,309.0,233.0,258.0,70.0,957.154663086,-114.186752319,2164.75415039,1146.74438477,-869.678771973,2194.75415039,733.615356445,374.293579102,2134.75415039
23.389,286.446075439,135.285964966,309.0,233.0,258.0,70.0,966.421508789,-116.82989502,2179.54931641,1154.47485352,-875.541381836,2209.54931641,738.699768066,376.887664795,2149.54931641
23.42,289.625,136.554046631,309.0,233.0,258.0,70.0,947.494567871,-121.001853943,2084.4597168,1104.7911377,-837.861755371,2114.4597168,706.021911621,360.215270996,2054.4597168
23.483,290.557861328,135.183685303,309.0,233.0,258.0,70.0,963.97845459,-112.109283447,2105.5703125,1115.82128906,-846.226928711,2135.5703125,713.276611328,363.916656494,2075.5703125
23.545,283.83807373,132.281951904,309.0,233.0,258.0,70.0,987.373535156,-97.9252243042,2273.69775391,1203.66662598,-912.847961426,2303.69775391,771.054199219,393.395019531,2243.69775391
23.639,282.147888184,136.176971436,309.0,233.0,258.0,64.0,978.11114502,-129.538589478,2283.53491211,1208.80651855,-916.74597168,2313.53491211,774.434753418,442.534118652,2253.53491211
23.702,291.127716064,134.000610352,309.0,233.0,258.0,64.0,984.657104492,-105.132598877,2141.39111328,1134.53735352,-860.421020508,2171.39111328,725.586547852,414.620880127,2111.39111328
23.733,291.428527832,132.419403076,309.0,233.0,258.0,62.0,992.507141113,-93.7873840332,2153.52294922,1140.8762207,-865.228271484,2183.52294922,729.755737305,431.89630127,2123.52294922
23.764,288.230529785,132.508499146,309.0,233.0,258.0,60.0,1007.7300415,-98.3010253906,2241.08447266,1186.62646484,-899.924865723,2271.08447266,759.846557617,465.212188721,2211.08447266
23.795,288.158111572,132.310256958,309.0,233.0,258.0,60.0,1007.11779785,-96.7389526367,2240.98876953,1186.57641602,-899.886962891,2270.98876953,759.813598633,465.192047119,2210.98876953
23.827,289.242950439,131.954559326,309.0,233.0,258.0,60.0,1011.84368896,-93.5922546387,2232.60595703,1182.1965332,-896.565246582,2262.60595703,756.932861328,463.428283691,2202.60595703
23.858,289.590759277,132.357192993,309.0,233.0,258.0,62.0,1016.37976074,-96.9173736572,2236.59570312,1184.28112793,-898.146118164,2266.59570312,758.303955078,448.792144775,2206.59570312
23.889,290.81137085,129.624954224,309.0,233.0,258.0,64.0,1009.93817139,-74.3101196289,2201.68286133,1166.03942871,-884.311828613,2231.68286133,746.306030273,426.460601807,2171.68286133
23.92,290.286865234,130.247024536,309.0,233.0,258.0,64.0,1006.13751221,-79.1324310303,2202.2277832,1166.32409668,-884.527770996,2232.2277832,746.493286133,426.567596436,2172.2277832
23.952,287.051879883,133.533172607,309.0,233.0,258.0,64.0,997.059997559,-106.203765869,2237.92578125,1184.97607422,-898.673156738,2267.92578125,758.761047363,433.577728271,2207.92578125
23.999,288.153564453,132.05078125,309.0,233.0,258.0,66.0,1005.66650391,-94.566696167,2237.83837891,1184.93041992,-898.638549805,2267.83837891,758.731018066,418.076263428,2207.83837891
24.014,287.931976318,134.934143066,309.0,233.0,258.0,68.0,987.700561523,-115.299163818,2201.66699219,1166.03112793,-884.305541992,2231.66699219,746.300537109,395.996246338,2171.66699219
24.061,285.371490479,136.201461792,309.0,233.0,258.0,74.0,970.647338867,-125.434440613,2207.84301758,1169.25805664,-886.752807617,2237.84301758,748.422973633,351.300567627,2177.84301758
24.092,284.810546875,133.695297241,309.0,233.0,258.0,80.0,969.087646484,-106.336639404,2214.2019043,1172.58056641,-889.272521973,2244.2019043,750.608276367,306.370697021,2184.2019043
24.139,283.10748291,129.880523682,309.0,233.0,258.0,86.0,963.258544922,-77.3104171753,2231.33007812,1181.52990723,-896.059570312,2261.33007812,756.494384766,262.457275391,2201.33007812
24.202,287.293579102,145.175964355,309.0,233.0,258.0,90.0,998.892089844,-197.559646606,2237.78076172,1184.90039062,-898.615722656,2267.78076172,758.711181641,232.258529663,2207.78076172
24.233,288.010009766,143.867736816,309.0,233.0,258.0,90.0,1002.18652344,-186.859817505,2232.59570312,1182.19116211,-896.561157227,2262.59570312,756.929321289,231.71307373,2202.59570312
24.264,286.57611084,139.279052734,309.0,233.0,258.0,92.0,965.218139648,-147.01423645,2174.59912109,1151.88842773,-873.579772949,2204.59912109,736.998596191,210.571060181,2144.59912109
24.295,286.157592773,138.830047607,309.0,233.0,258.0,94.0,952.396728516,-142.152908325,2152.83105469,1140.51464844,-864.954101562,2182.83105469,729.517944336,193.545547485,2122.83105469
24.327,285.874755859,138.843200684,309.0,233.0,258.0,94.0,942.026855469,-141.019515991,2134.17578125,1130.76745605,-857.561950684,2164.17578125,723.106994629,191.844696045,2104.17578125
