start,end,name,index
4.608,6.556,study,7
20.657,22.924,stairs,6
15.873,26.559,study,7
23.775,28.951,kitchen,4
30.457,33.776,kitchen,4
43.85,48.548,study,7
46.596,50.81,stairs,6
60.852,70.853,living,5
76.551,84.608,living,5
86.552,87.723,living,5
100.842,104.609,living,5
114.609,115.614,living,5
117.728,120.793,living,5
124.606,130.854,living,5
168.457,174.608,living,5
186.55,190.478,living,5
190.796,194.623,living,5
198.452,200.793,living,5
225.114,234.298,living,5
234.61,240.793,living,5
248.26,256.284,living,5
257.638,260.605,living,5
265.545,266.283,living,5
290.603,296.292,living,5
300.606,301.666,living,5
306.336,307.139,living,5
310.607,315.931,living,5
316.284,320.608,living,5
326.284,330.609,living,5
351.399,356.284,living,5
360.606,365.511,living,5
366.285,370.606,living,5
371.47,377.138,living,5
385.022,386.301,living,5
416.079,416.3,living,5
426.008,426.286,living,5
437.696,440.607,kitchen,4
441.175,447.199,kitchen,4
455.779,457.726,kitchen,4
465.777,475.774,kitchen,4
505.775,515.777,kitchen,4
537.636,540.607,kitchen,4
546.323,550.608,kitchen,4
554.186,555.779,kitchen,4
567.146,571.537,kitchen,4
597.72,610.622,kitchen,4
650.606,655.775,kitchen,4
665.788,685.773,kitchen,4
700.005,700.607,kitchen,4
705.776,715.778,kitchen,4
726.295,730.787,living,5
736.294,746.292,living,5
750.608,751.838,living,5
946.596,948.636,living,5
964.941,968.634,living,5
978.637,987.695,living,5
988.638,994.79,kitchen,4
1034.777,1042.173,kitchen,4
1048.64,1049.14,kitchen,4
1068.638,1069.211,kitchen,4
1078.636,1081.056,kitchen,4
1097.777,1107.775,kitchen,4
1117.778,1127.801,stairs,6
1125.299,1137.817,bed2,2
1179.638,1182.796,bed2,2
1186.463,1189.635,bed2,2
1192.793,1196.479,bed2,2
1199.642,1202.795,bed2,2
1209.66,1209.826,bed2,2
1236.449,1239.639,bed2,2
1240.67,1242.815,bed2,2
1249.648,1251.7,bed2,2
1259.657,1266.452,bed2,2
1291.533,1296.45,bed2,2
1299.641,1302.795,bed2,2
1306.448,1309.649,bed2,2
1316.452,1319.646,bed2,2
1349.641,1351.759,bed2,2
1356.451,1359.645,bed2,2
1360.806,1366.449,bed2,2
1372.794,1379.816,bed2,2
1406.451,1409.641,bed2,2
1411.86,1415.444,bed2,2
1416.45,1420.609,bed2,2
1429.702,1431.58,bed2,2
1459.639,1460.662,bed2,2
1466.451,1472.829,bed2,2
1472.69,1476.321,stairs,6
1479.642,1499.652,toilet,8
1519.646,1529.648,toilet,8
1542.327,1546.886,stairs,6
1535.448,1548.461,toilet,8
1549.641,1552.284,stairs,6
1569.651,1577.053,stairs,6
1582.38,1590.622,bed1,1
1604.839,1612.285,stairs,6
1614.798,1617.04,bath,0
1619.637,1624.798,bath,0
1640.755,1641.638,bath,0
1654.796,1657.049,bath,0
1660.792,1664.799,bath,0
1671.543,1679.645,bath,0
1680.725,1687.043,bath,0
1699.649,1704.795,bath,0
1719.017,1719.661,bath,0
1736.978,1737.06,bath,0
1746.612,1747.038,bath,0
1749.658,1750.727,bath,0
1750.983,1754.798,stairs,6
1767.038,1770.725,living,5
1779.606,1780.293,kitchen,4
1774.452,1780.725,living,5
1787.04,1790.725,living,5
1807.039,1814.799,kitchen,4
1817.038,1820.934,study,7
