t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
13.014,209.409835815,175.516662598,211.0,235.0,166.0,112.0,527.046875,-592.1875,3041.875,549.374206543,-1238.78491211,3071.875,63.3698921204,84.4931259155,3011.875
13.045,209.297851562,174.86730957,211.0,235.0,162.0,114.0,525.684692383,-585.074462891,3040.90551758,549.200805664,-1238.39379883,3070.90551758,21.1165657043,63.3494682312,3010.90551758
13.076,208.179107666,173.239593506,211.0,235.0,160.0,114.0,512.549743652,-566.385192871,3033.77050781,547.924743652,-1235.51660156,3063.77050781,0.0,63.1993484497,3003.77050781
13.107,206.499938965,169.614318848,211.0,235.0,156.0,114.0,488.357696533,-521.065917969,2994.96044922,540.984008789,-1219.86584473,3024.96044922,-41.5884742737,62.3827857971,2964.96044922
13.139,205.3515625,169.048736572,211.0,235.0,154.0,114.0,474.565734863,-513.253356934,2984.07373047,539.036987305,-1215.47558594,3014.07373047,-62.1537513733,62.1537246704,2954.07373047
13.17,202.608093262,166.934768677,211.0,235.0,154.0,114.0,441.733612061,-486.58972168,2956.47216797,534.100708008,-1204.34472656,2986.47216797,-61.5730133057,61.5729866028,2926.47216797
13.201,194.844741821,172.998977661,211.0,235.0,152.0,116.0,355.041137695,-540.018798828,2905.67431641,525.016052246,-1183.85961914,2935.67431641,-80.6722717285,40.3361587524,2875.67431641
13.232,194.196594238,173.407989502,211.0,235.0,152.0,116.0,348.3855896,-544.105957031,2905.24487305,524.93927002,-1183.68652344,2935.24487305,-80.6602249146,40.3301353455,2875.24487305
13.264,193.113479614,174.477676392,211.0,235.0,152.0,114.0,338.189880371,-556.383666992,2912.46923828,526.231262207,-1186.59985352,2942.46923828,-80.8628921509,60.6471633911,2882.46923828
13.295,192.255218506,172.545043945,211.0,235.0,152.0,114.0,330.74029541,-538.7890625,2924.10253906,528.311767578,-1191.2911377,2954.10253906,-81.189239502,60.8919296265,2894.10253906
13.342,190.979431152,172.196975708,211.0,235.0,152.0,114.0,319.146789551,-537.727722168,2937.80224609,530.76184082,-1196.8157959,2967.80224609,-81.5735702515,61.1801757812,2907.80224609
13.373,189.972564697,171.075408936,211.0,235.0,156.0,114.0,308.771728516,-526.169189453,2937.77905273,530.757629395,-1196.80651855,2967.77905273,-40.7864074707,61.1796875,2907.77905273
13.389,185.999145508,172.077148438,211.0,235.0,158.0,114.0,267.963562012,-536.739868164,2939.15234375,531.003234863,-1197.36022949,2969.15234375,-20.4028358459,61.2085838318,2909.15234375
13.435,184.717285156,167.705627441,211.0,235.0,160.0,114.0,255.171005249,-492.492919922,2943.98730469,531.867919922,-1199.31005859,2973.98730469,0.0,61.3103065491,2913.98730469
13.467,183.70980835,168.048248291,211.0,235.0,158.0,114.0,245.065704346,-496.628967285,2947.54223633,532.503723145,-1200.74353027,2977.54223633,-20.4616775513,61.3851051331,2917.54223633
13.498,180.997406006,173.524169922,211.0,235.0,158.0,114.0,218.733551025,-557.57019043,2970.67504883,536.640808105,-1210.07226562,3000.67504883,-20.623916626,61.8718147278,2940.67504883
13.545,180.207046509,173.14453125,211.0,235.0,158.0,114.0,211.466781616,-556.157592773,2984.31640625,539.080383301,-1215.57336426,3014.31640625,-20.719587326,62.1588287354,2954.31640625
13.576,179.352722168,173.157867432,211.0,235.0,156.0,114.0,203.367980957,-558.609008789,2996.71801758,541.298278809,-1220.57458496,3026.71801758,-41.6131248474,62.4197616577,2966.71801758
13.607,178.790588379,173.168151855,211.0,235.0,156.0,114.0,197.663772583,-559.291625977,2999.79931641,541.849365234,-1221.81713867,3029.79931641,-41.6563453674,62.4845962524,2969.79931641
13.639,178.260498047,173.313751221,211.0,235.0,156.0,116.0,192.85723877,-563.070068359,3011.81787109,543.998779297,-1226.66381836,3041.81787109,-41.824924469,41.8250007629,2981.81787109
