t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
75.705,280.039154053,117.408843994,307.0,169.0,266.0,72.0,1017.734375,21.96875,2417.78125,1261.78234863,-420.594055176,2447.78125,887.554260254,401.911315918,2387.78125
75.751,286.778564453,109.800582886,307.0,169.0,262.0,74.0,1053.63476562,84.765625,2370.0078125,1237.15612793,-412.385314941,2400.0078125,836.974121094,377.458862305,2340.0078125
75.798,297.476989746,117.43611908,307.0,171.0,264.0,58.0,1144.16577148,21.3381347656,2373.36474609,1238.88659668,-429.817718506,2403.36474609,854.60949707,509.478729248,2343.36474609
75.83,296.249633789,104.325584412,307.0,171.0,264.0,38.0,1117.765625,128.58984375,2339.48828125,1221.4239502,-423.759246826,2369.48828125,842.255004883,664.085693359,2309.48828125
75.861,296.411376953,102.132949829,307.0,173.0,262.0,26.0,1112.45495605,145.708404541,2325.61206055,1214.27099609,-437.798431396,2355.61206055,821.094604492,756.694946289,2295.61206055
75.892,295.342041016,100.117279053,307.0,171.0,264.0,24.0,1097.44799805,161.22303772,2312.36694336,1207.44348145,-418.908874512,2342.36694336,832.364013672,768.335998535,2282.36694336
75.923,293.561889648,90.108215332,307.0,173.0,264.0,18.0,1046.63037109,234.240844727,2234.68457031,1167.3996582,-420.899230957,2264.68457031,804.033752441,788.571594238,2204.68457031
75.955,291.484466553,86.0005569458,307.0,169.0,270.0,8.0,1017.57922363,263.127075195,2206.984375,1153.12084961,-384.373535156,2236.984375,839.735473633,855.003356934,2176.984375
76.017,290.771636963,59.8589706421,307.0,169.0,270.0,8.0,953.515625,438.515625,2079.3125,1087.30847168,-362.436126709,2109.3125,790.48815918,804.860656738,2049.3125
76.048,289.438110352,65.5070724487,307.0,171.0,270.0,8.0,944.989013672,397.836608887,2081.94921875,1088.66760254,-377.700958252,2111.94921875,791.505249023,805.896240234,2051.94921875
76.111,284.63067627,63.4455680847,307.0,171.0,262.0,8.0,926.089477539,420.23727417,2119.01220703,1107.77294922,-384.329284668,2149.01220703,747.197937012,820.452575684,2089.01220703
76.158,283.437896729,64.44190979,307.0,173.0,256.0,8.0,916.825439453,412.653381348,2118.08618164,1107.29553223,-399.229003906,2148.08618164,702.933410645,820.088928223,2088.08618164
76.173,282.502990723,64.342010498,307.0,173.0,250.0,8.0,906.981323242,412.077697754,2111.33496094,1103.81542969,-397.974304199,2141.33496094,656.869384766,817.43737793,2081.33496094
76.22,280.258544922,64.640838623,307.0,173.0,246.0,8.0,891.02923584,410.171508789,2112.91235352,1104.62854004,-398.267456055,2142.91235352,628.150878906,818.056884766,2082.91235352
76.236,278.988128662,65.162322998,305.0,173.0,244.0,8.0,873.874694824,402.739746094,2094.35839844,1080.16552734,-394.819152832,2124.35839844,608.077392578,810.769897461,2064.35839844
76.267,275.929504395,63.7891311646,305.0,173.0,240.0,8.0,849.352783203,411.826629639,2089.29443359,1077.59057617,-393.877990723,2119.29443359,577.700744629,808.781066895,2059.29443359
76.298,274.422943115,63.8142662048,305.0,173.0,232.0,8.0,832.611450195,408.841796875,2075.07958984,1070.36279297,-391.236114502,2105.07958984,516.34173584,803.198181152,2045.07958984
76.33,273.284942627,63.6247062683,303.0,173.0,220.0,8.0,818.43560791,407.287506104,2060.23999023,1048.15771484,-388.478118896,2090.23999023,427.162506104,797.369995117,2030.23999023
76.376,270.480926514,63.9700164795,299.0,171.0,208.0,8.0,796.381225586,403.881622314,2055.60253906,1016.57830811,-372.989105225,2085.60253906,340.949371338,795.54864502,2025.60253906
76.408,267.20791626,64.5230331421,295.0,171.0,202.0,8.0,770.932006836,398.934783936,2050.66503906,984.986877441,-372.106079102,2080.66503906,297.603607178,793.60949707,2020.66503906
76.439,263.716552734,64.7773590088,289.0,171.0,200.0,8.0,743.628662109,395.936157227,2044.62451172,938.477172852,-371.025817871,2074.62451172,282.584686279,791.237060547,2014.62451172
76.486,260.188537598,65.3839416504,285.0,171.0,200.0,8.0,717.058166504,390.891937256,2040.99462891,907.786010742,-370.376647949,2070.99462891,282.075531006,789.811462402,2010.99462891
76.517,255.617797852,67.3980789185,283.0,171.0,208.0,8.0,688.025756836,378.501403809,2051.97192383,897.996154785,-372.339813232,2081.97192383,340.338287354,794.122741699,2021.97192383
76.548,251.685668945,68.3919067383,283.0,171.0,208.0,8.0,661.133666992,372.139282227,2056.33227539,899.87677002,-373.119628906,2086.33227539,341.07220459,795.835205078,2026.33227539
76.611,235.711334229,68.6158447266,283.0,171.0,208.0,8.0,555.140625,376.765625,2090.96875,914.816223145,-379.313995361,2120.96875,346.90222168,809.438598633,2060.96875
76.705,232.525878906,72.4983673096,275.0,173.0,210.0,8.0,532.181030273,348.557891846,2092.53100586,855.946044922,-394.479492188,2122.53100586,361.630462646,810.052185059,2062.53100586
76.767,227.242324829,70.1538543701,261.0,173.0,204.0,8.0,490.246948242,363.415710449,2079.11083984,746.990844727,-391.985321045,2109.11083984,316.164123535,804.781433105,2049.11083984
76.798,223.970947266,68.5478744507,251.0,173.0,196.0,8.0,465.580566406,374.468566895,2075.4753418,671.871276855,-391.309661865,2105.4753418,258.220855713,803.353637695,2045.4753418
