start,end,name,index
33.332,34.303,stairs,6
43.317,44.501,stairs,6
44.725,49.179,living,5
56.509,66.505,living,5
79.18,84.159,living,5
93.318,94.306,living,5
96.899,100.882,living,5
106.506,109.18,living,5
113.315,114.502,living,5
134.504,136.535,living,5
140.023,143.322,living,5
159.178,164.144,living,5
170.025,173.315,living,5
189.177,190.883,living,5
196.535,220.886,living,5
239.177,240.889,living,5
243.324,246.869,living,5
253.317,269.178,living,5
299.18,301.884,living,5
311.885,313.027,living,5
318.554,321.882,living,5
327.507,328.554,living,5
343.445,347.502,living,5
357.504,363.024,living,5
373.025,378.552,kitchen,4
384.146,391.388,kitchen,4
393.027,397.506,kitchen,4
398.557,403.035,kitchen,4
410.133,414.142,kitchen,4
421.387,424.155,kitchen,4
443.05,444.163,kitchen,4
458.551,463.021,kitchen,4
497.505,507.504,kitchen,4
514.138,521.92,living,5
524.144,533.025,living,5
578.527,581.884,living,5
602.627,605.2,living,5
654.14,658.507,living,5
670.972,671.884,living,5
685.18,691.883,living,5
701.886,711.881,living,5
801.381,808.515,kitchen,4
813.024,818.511,kitchen,4
828.504,831.882,stairs,6
838.178,848.555,bed2,2
864.503,878.226,bed2,2
884.305,888.178,bed2,2
911.144,914.802,bed2,2
918.179,921.143,bed2,2
934.685,938.042,kitchen,4
934.312,938.598,toilet,8
928.182,942.884,bed2,2
964.397,968.565,bed2,2
972.882,974.144,bed2,2
977.025,978.921,bed2,2
982.886,992.881,bed2,2
1017.026,1022.882,bed2,2
1028.306,1037.315,bed2,2
1068.553,1072.883,bed2,2
1082.883,1084.139,bed2,2
1092.885,1094.505,bed2,2
1122.884,1127.313,bed2,2
1128.025,1137.325,bed2,2
1136.645,1142.882,stairs,6
1144.315,1152.88,toilet,8
1166.505,1169.364,toilet,8
1194.303,1198.554,stairs,6
1182.882,1201.799,toilet,8
1202.883,1208.027,stairs,6
1213.319,1218.166,bed1,1
1224.496,1233.317,bed1,1
1234.304,1243.324,stairs,6
1254.305,1258.087,bath,0
1287.38,1291.181,bath,0
1296.514,1298.031,living,5
1295.315,1298.554,bath,0
1301.179,1304.724,bath,0
1311.178,1314.305,bath,0
1323.729,1324.304,bath,0
1331.178,1334.305,bath,0
1338.061,1344.305,bath,0
1350.076,1354.304,bath,0
1354.727,1358.552,stairs,6
1361.18,1362.41,stairs,6
1364.922,1368.574,living,5
1368.658,1373.027,living,5
1412.132,1424.726,living,5
1432.555,1434.304,stairs,6
