t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
371.972,152.769332886,171.100601196,193.0,231.0,114.0,108.0,-44.40625,-313.828125,1751.34375,206.137054443,-693.370239258,1781.34375,-277.664276123,72.4341583252,1721.34375
372.035,155.648498535,160.782226562,193.0,231.0,116.0,106.0,-27.4347400665,-257.118530273,1797.90991211,211.525680542,-711.495605469,1827.90991211,-272.776702881,86.7925949097,1767.90991211
372.472,144.425292969,142.048706055,185.0,231.0,116.0,90.0,-112.84375,-159.75,2066.15625,183.763031006,-815.907836914,2096.15625,-314.165313721,214.203643799,2036.15625
372.503,145.108932495,142.907913208,185.0,231.0,116.0,88.0,-111.549858093,-171.604446411,2136.23266602,189.906402588,-843.184387207,2166.23266602,-324.977630615,236.347366333,2106.23266602
372.535,145.412796021,144.206436157,183.0,231.0,116.0,86.0,-110.604202271,-183.539932251,2162.24658203,176.811950684,-853.309997559,2192.24658203,-328.991394043,254.220672607,2132.24658203
372.597,146.059371948,140.270675659,187.0,231.0,118.0,82.0,-106.488044739,-154.841308594,2178.33251953,209.084991455,-859.571350098,2208.33251953,-316.406402588,286.272460938,2148.33251953
372.628,144.720306396,143.247467041,187.0,231.0,118.0,80.0,-118.645904541,-180.515060425,2214.33544922,212.493743896,-873.585144043,2244.33544922,-321.708892822,306.389434814,2184.33544922
372.66,145.053359985,143.390258789,187.0,231.0,118.0,80.0,-116.87260437,-182.895889282,2229.84375,213.962081909,-879.621582031,2259.84375,-323.993011475,308.564727783,2199.84375
372.722,146.318008423,142.471557617,189.0,231.0,120.0,78.0,-107.849601746,-177.134124756,2247.88818359,231.646026611,-886.645141602,2277.88818359,-311.095794678,326.650604248,2217.88818359
372.753,146.959945679,142.051620483,187.0,231.0,120.0,78.0,-103.621261597,-175.230651855,2266.07910156,217.392852783,-893.725769043,2296.07910156,-313.647369385,329.329742432,2236.07910156
372.785,150.74887085,141.018722534,187.0,231.0,118.0,76.0,-73.8321685791,-167.748016357,2275.91796875,218.324386597,-897.555480957,2305.91796875,-330.778808594,346.530181885,2245.91796875
372.816,147.709960938,138.355041504,187.0,231.0,120.0,76.0,-102.896705627,-153.675094604,2387.55761719,228.894424438,-941.010070801,2417.55761719,-330.686767578,363.755432129,2357.55761719
372.863,148.296463013,137.194381714,185.0,231.0,120.0,76.0,-98.8904724121,-145.285934448,2409.58740234,213.870513916,-949.584899902,2439.58740234,-333.776794434,367.15447998,2379.58740234
372.894,149.216522217,134.85736084,185.0,231.0,122.0,76.0,-93.0405273438,-128.1902771,2460.47558594,218.331695557,-969.39263916,2490.47558594,-323.868988037,375.006164551,2430.47558594
372.925,149.838272095,133.794433594,187.0,231.0,122.0,74.0,-88.3302688599,-119.90737915,2478.8347168,237.5365448,-976.538696289,2508.8347168,-326.31539917,395.013366699,2448.8347168
372.957,150.586898804,132.229812622,185.0,231.0,124.0,70.0,-82.427230835,-107.092193604,2497.14331055,221.54624939,-983.665222168,2527.14331055,-311.452209473,432.572479248,2467.14331055
372.988,151.261627197,131.494491577,185.0,229.0,126.0,68.0,-76.9092712402,-101.166656494,2509.88232422,222.663040161,-970.810791016,2539.88232422,-295.668060303,452.198303223,2479.88232422
373.035,151.984451294,130.447753906,187.0,225.0,128.0,66.0,-70.8968048096,-92.4094772339,2522.3137207,241.653137207,-939.761901855,2552.3137207,-279.670806885,471.944519043,2492.3137207
373.097,152.623077393,128.312347412,187.0,215.0,130.0,62.0,-68.8141326904,-77.5401306152,2660.16113281,254.704528809,-896.182250977,2690.16113281,-276.692962646,534.939758301,2630.16113281
