start,end,name,index
37.071,39.118,p_stand,10
39.118,41.852,a_walk,4
41.883,43.805,t_turn,19
43.821,45.352,p_stand,10
45.352,46.446,t_turn,19
46.461,49.18,a_walk,4
49.196,50.977,a_jump,2
50.977,53.312,p_stand,10
53.366,53.913,t_turn,19
53.943,57.068,a_walk,4
57.075,57.497,p_stand,10
57.528,58.106,t_turn,19
58.137,61.512,a_walk,4
61.535,69.316,p_stand,10
69.339,70.214,t_turn,19
70.252,75.268,p_stand,10
75.299,77.236,a_walk,4
77.243,78.978,t_turn,19
79.008,89.227,p_stand,10
89.25,90.671,t_bend,11
90.702,93.796,p_bent,5
93.835,95.1,t_straighten,18
95.131,98.717,p_stand,10
98.717,99.904,t_stand_kneel,16
99.927,103.099,p_kneel,6
103.13,104.192,t_kneel_stand,12
104.215,108.184,p_stand,10
108.222,110.441,t_stand_sit,17
110.448,113.073,p_sit,8
113.111,115.299,t_sit_lie,14
115.306,117.166,p_lie,7
117.197,119.353,t_turn,19
119.392,123.064,p_lie,7
123.095,125.814,t_turn,19
125.852,130.196,p_lie,7
130.219,132.172,t_lie_sit,13
132.203,134.312,p_sit,8
134.343,135.936,t_sit_stand,15
135.99,142.678,p_stand,10
142.685,143.341,t_bend,11
143.364,145.911,p_bent,5
145.926,147.051,t_straighten,18
147.058,152.042,p_stand,10
152.058,153.104,t_stand_kneel,16
153.12,156.62,p_kneel,6
156.659,158.003,t_kneel_stand,12
158.026,162.385,p_stand,10
162.4,164.197,t_stand_sit,17
164.212,167.243,p_sit,8
167.266,169.094,t_sit_lie,14
169.109,173.094,p_lie,7
173.109,174.609,t_turn,19
174.632,178.429,p_lie,7
178.444,179.616,t_turn,19
179.647,183.928,p_lie,7
183.935,186.029,t_lie_sit,13
186.068,188.896,p_sit,8
188.911,190.224,t_sit_stand,15
190.231,197.137,p_stand,10
197.192,198.27,t_bend,11
198.317,200.598,p_bent,5
200.605,202.027,t_straighten,18
202.042,205.214,p_stand,10
205.245,206.292,t_stand_kneel,16
206.322,210.119,p_kneel,6
210.149,211.181,t_kneel_stand,12
211.235,214.329,p_stand,10
214.352,216.493,t_stand_sit,17
216.539,219.883,p_sit,8
219.89,221.562,t_sit_lie,14
221.577,224.265,p_lie,7
224.288,225.491,t_turn,19
225.506,228.568,p_lie,7
228.607,229.998,t_turn,19
230.013,233.872,p_lie,7
233.918,235.621,t_lie_sit,13
235.652,240.23,p_sit,8
240.261,241.495,t_sit_stand,15
241.557,249.995,p_stand,10
250.018,251.112,t_bend,11
251.119,252.901,p_bent,5
252.939,253.814,t_straighten,18
253.837,257.696,p_stand,10
257.742,259.445,t_stand_kneel,16
259.46,261.835,p_kneel,6
261.842,263.655,t_kneel_stand,12
263.693,268.247,p_stand,10
268.262,269.918,t_stand_sit,17
269.957,272.973,p_sit,8
273.004,274.723,t_sit_lie,14
274.761,288.682,p_lie,7
288.697,290.338,t_lie_sit,13
290.368,293.087,p_sit,8
293.141,294.36,t_sit_stand,15
294.398,299.679,p_stand,10
299.717,300.811,t_bend,11
300.85,303.709,p_bent,5
303.755,304.974,t_straighten,18
305.012,308.45,p_stand,10
308.457,309.598,t_stand_kneel,16
309.628,313.535,p_kneel,6
313.557,314.776,t_kneel_stand,12
314.814,318.127,p_stand,10
318.181,319.399,t_turn,19
319.423,320.844,t_stand_sit,17
320.859,323.562,p_sit,8
323.624,325.561,t_sit_lie,14
325.6,339.357,p_lie,7
339.376,341.095,t_lie_sit,13
341.149,344.289,p_sit,8
344.305,345.648,t_sit_stand,15
345.671,352.812,p_stand,10
352.827,354.827,t_turn,19
354.873,355.358,t_bend,11
355.388,355.638,p_bent,5
355.677,356.146,t_straighten,18
356.184,356.794,t_turn,19
356.825,358.34,a_walk,4
358.386,361.168,p_stand,10
361.222,362.363,a_walk,4
362.409,363.3,t_turn,19
363.33,367.112,a_walk,4
367.119,367.822,p_stand,10
367.853,368.634,t_turn,19
368.657,369.032,p_stand,10
369.055,374.133,a_walk,4
374.148,374.727,p_stand,10
374.741,376.726,t_turn,19
376.772,381.881,p_stand,10
381.896,384.568,a_walk,4
384.599,386.115,p_stand,10
386.13,386.755,t_bend,11
386.778,388.543,p_bent,5
388.574,389.199,t_straighten,18
389.237,390.269,p_stand,10
390.276,391.401,a_walk,4
391.439,395.861,p_stand,10
395.911,398.457,a_walk,4
398.473,400.52,p_stand,10
400.535,401.316,t_turn,19
401.323,401.479,p_stand,10
401.534,401.893,t_turn,19
401.924,402.877,p_stand,10
402.908,403.548,t_turn,19
403.579,405.892,p_stand,10
405.914,409.524,a_walk,4
409.539,417.664,p_stand,10
417.687,420.968,a_walk,4
420.991,438.684,p_stand,10
438.711,439.79,t_turn,19
439.82,442.851,p_stand,10
442.905,444.686,t_turn,19
444.709,450.224,p_stand,10
450.27,451.333,t_turn,19
451.34,452.137,t_bend,11
452.167,452.949,p_bent,5
453.003,453.769,t_straighten,18
453.8,454.831,p_stand,10
454.885,455.916,t_turn,19
455.986,457.095,p_stand,10
457.141,458.376,t_turn,19
458.391,461.422,p_stand,10
461.429,462.617,t_turn,19
462.624,464.968,p_stand,10
464.991,466.054,t_turn,19
466.076,492.165,p_stand,10
492.211,495.171,a_walk,4
495.171,495.874,p_stand,10
495.92,498.764,a_walk,4
498.787,499.74,p_stand,10
499.771,509.317,a_loadwalk,3
509.366,510.054,p_stand,10
510.077,511.374,a_walk,4
511.404,512.186,t_turn,19
512.224,512.849,a_walk,4
512.872,513.872,t_bend,11
513.895,516.192,p_bent,5
516.207,516.863,t_straighten,18
516.886,517.964,a_walk,4
517.995,521.002,p_stand,10
521.041,523.291,a_walk,4
523.345,523.681,t_bend,11
523.681,524.462,p_bent,5
524.485,525.157,t_straighten,18
525.188,525.86,p_stand,10
525.907,527.344,t_stand_sit,17
527.383,666.649,p_sit,8
666.711,684.07,p_sit,8
684.117,685.086,t_sit_stand,15
685.124,686.952,a_walk,4
687.03,687.999,t_turn,19
688.053,691.475,p_stand,10
691.522,692.772,t_bend,11
692.842,694.764,p_bent,5
694.826,695.826,t_straighten,18
695.896,698.068,p_stand,10
698.13,706.271,a_walk,4
706.286,707.583,t_turn,19
707.613,708.52,a_walk,4
708.542,711.058,p_stand,10
711.089,716.339,a_walk,4
716.378,716.862,p_stand,10
716.893,718.081,t_turn,19
718.088,718.604,t_bend,11
718.65,719.447,p_bent,5
719.493,720.649,t_straighten,18
720.672,721.813,p_stand,10
721.843,722.859,t_turn,19
722.905,742.321,p_stand,10
742.383,743.742,t_turn,19
743.805,744.133,p_stand,10
744.211,744.961,t_turn,19
745.0,797.461,p_stand,10
797.492,800.242,a_walk,4
800.281,803.625,p_stand,10
803.679,804.476,t_bend,11
804.522,806.647,p_bent,5
806.701,807.404,t_straighten,18
807.466,809.247,p_stand,10
809.301,811.715,t_turn,19
811.793,812.808,p_stand,10
812.839,821.167,a_walk,4
821.229,830.401,a_ascend,0
830.416,832.854,a_walk,4
832.877,833.877,p_stand,10
833.947,835.135,a_walk,4
835.189,836.377,t_turn,19
836.4,838.869,p_stand,10
838.892,843.376,a_walk,4
843.438,858.351,p_stand,10
858.399,860.602,t_turn,19
860.695,863.492,a_walk,4
863.522,864.335,t_bend,11
864.342,866.561,p_bent,5
866.599,867.209,t_straighten,18
867.255,871.74,p_stand,10
871.801,873.083,t_stand_kneel,16
873.153,876.09,p_kneel,6
876.144,877.207,t_kneel_stand,12
877.229,880.776,p_stand,10
880.838,882.853,t_stand_sit,17
882.884,885.712,p_sit,8
885.759,887.071,t_sit_lie,14
887.094,891.141,p_lie,7
891.171,892.234,t_turn,19
892.288,896.35,p_lie,7
896.373,897.764,t_turn,19
897.794,902.654,p_lie,7
902.669,904.06,t_lie_sit,13
904.117,908.055,p_sit,8
908.094,909.219,t_sit_stand,15
909.257,913.882,p_stand,10
913.905,915.873,t_bend,11
915.897,919.022,p_bent,5
919.045,919.748,t_straighten,18
919.763,923.669,p_stand,10
923.724,925.833,t_stand_kneel,16
925.879,928.629,p_kneel,6
928.668,929.84,t_kneel_stand,12
929.887,933.949,p_stand,10
934.004,935.582,t_stand_sit,17
935.629,939.894,p_sit,8
939.956,941.315,t_sit_lie,14
941.361,945.533,p_lie,7
945.564,946.939,t_turn,19
946.977,949.696,p_lie,7
949.719,951.219,t_turn,19
951.258,956.593,p_lie,7
956.632,957.757,t_lie_sit,13
957.78,961.373,p_sit,8
961.412,962.49,t_sit_stand,15
962.521,969.459,p_stand,10
969.466,970.466,t_bend,11
970.505,973.474,p_bent,5
973.481,974.34,t_straighten,18
974.371,977.793,p_stand,10
977.808,979.23,t_stand_kneel,16
979.277,982.573,p_kneel,6
982.604,983.823,t_kneel_stand,12
983.846,988.017,p_stand,10
988.048,989.782,t_stand_sit,17
989.829,993.344,p_sit,8
993.359,995.109,t_sit_lie,14
995.163,1008.503,p_lie,7
1008.575,1009.747,t_lie_sit,13
1009.809,1013.528,p_sit,8
1013.566,1015.535,t_sit_stand,15
1015.573,1020.214,p_stand,10
1020.244,1021.541,t_turn,19
1021.571,1022.696,t_bend,11
1022.719,1024.469,p_bent,5
1024.508,1025.617,t_straighten,18
1025.663,1027.07,t_turn,19
1027.124,1030.233,p_stand,10
1030.279,1031.404,t_stand_kneel,16
1031.427,1034.724,p_kneel,6
1034.739,1035.551,t_kneel_stand,12
1035.574,1039.809,p_stand,10
1039.855,1041.199,t_stand_sit,17
1041.222,1045.581,p_sit,8
1045.596,1047.44,t_sit_lie,14
1047.463,1050.041,p_lie,7
1050.072,1051.197,t_turn,19
1051.235,1053.47,p_lie,7
1053.5,1056.656,t_turn,19
1056.695,1060.523,p_lie,7
1060.523,1061.898,t_lie_sit,13
1061.905,1065.499,p_sit,8
1065.538,1066.991,t_sit_stand,15
1067.037,1073.678,p_stand,10
1073.755,1074.974,t_bend,11
1074.997,1077.528,p_bent,5
1077.582,1078.754,t_straighten,18
1078.773,1082.492,p_stand,10
1082.499,1083.561,t_stand_kneel,16
1083.616,1087.741,p_kneel,6
1087.764,1089.826,t_kneel_stand,12
