t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
32.063,182.035675049,181.786499023,213.0,235.0,162.0,128.0,231.640853882,-649.504760742,2997.7421875,562.715942383,-1220.98754883,3027.7421875,20.8138465881,-83.2551269531,2967.7421875
32.125,181.716537476,182.104248047,213.0,235.0,160.0,128.0,227.382904053,-650.262451172,2985.88330078,560.511901855,-1216.20532227,3015.88330078,0.0,-82.9224472046,2955.88330078
32.157,181.54548645,182.747314453,213.0,235.0,160.0,128.0,224.906951904,-655.000488281,2976.81640625,558.826782227,-1212.54882812,3006.81640625,0.0,-82.6680908203,2946.81640625
32.188,180.934494019,182.776947021,213.0,235.0,158.0,128.0,218.456665039,-655.092895508,2975.83056641,558.643554688,-1212.15124512,3005.83056641,-20.6600723267,-82.6404342651,2945.83056641
32.219,179.716659546,181.15447998,213.0,235.0,158.0,128.0,205.084457397,-636.103210449,2966.22998047,556.85925293,-1208.27978516,2996.22998047,-20.5927410126,-82.3711090088,2936.22998047
32.25,179.448181152,181.122528076,213.0,235.0,156.0,126.0,201.517913818,-633.338684082,2954.88256836,554.750305176,-1203.70373535,2984.88256836,-41.0263137817,-61.5394706726,2924.88256836
32.282,179.337692261,181.20274353,211.0,235.0,156.0,128.0,199.414794922,-631.136779785,2940.75,531.289001465,-1198.00439453,2970.75,-40.8280830383,-81.6563034058,2910.75
32.329,179.712219238,181.712982178,211.0,235.0,156.0,126.0,202.512283325,-634.004638672,2929.68847656,529.31072998,-1193.54370117,2959.68847656,-40.6729240417,-61.00938797,2899.68847656
32.36,179.946060181,181.44303894,211.0,235.0,156.0,126.0,204.679504395,-630.506835938,2926.32519531,528.709289551,-1192.18737793,2956.32519531,-40.6257476807,-60.938621521,2896.32519531
32.407,180.386199951,176.004760742,209.0,235.0,158.0,126.0,206.811950684,-568.151428223,2892.97485352,502.244995117,-1178.73840332,2922.97485352,-20.0789775848,-60.2369346619,2862.97485352
32.438,180.497833252,176.515106201,207.0,235.0,158.0,126.0,209.688720703,-578.138183594,2917.24365234,485.745147705,-1188.52514648,2947.24365234,-20.2491836548,-60.7475471497,2887.24365234
32.5,180.232788086,177.010162354,205.0,235.0,160.0,126.0,206.196090698,-581.001098633,2906.23120117,463.337280273,-1184.08422852,2936.23120117,0.0,-60.5158424377,2876.23120117
32.532,181.617660522,174.269088745,205.0,235.0,158.0,126.0,221.003875732,-554.809204102,2915.39013672,464.782592773,-1187.77770996,2945.39013672,-20.2361831665,-60.7085494995,2885.39013672
32.563,181.179992676,173.63067627,205.0,235.0,160.0,126.0,215.898635864,-546.685302734,2906.89697266,463.442352295,-1184.35266113,2936.89697266,0.0,-60.5298538208,2876.89697266
32.594,180.784576416,173.230102539,205.0,235.0,158.0,126.0,211.41973877,-541.454162598,2900.74755859,462.471984863,-1181.8729248,2930.74755859,-20.1334915161,-60.4004745483,2870.74755859
32.657,180.223175049,173.385574341,205.0,235.0,160.0,126.0,205.724105835,-543.074584961,2900.95605469,462.50491333,-1181.95690918,2930.95605469,0.0,-60.4048576355,2870.95605469
32.688,180.133605957,172.623168945,203.0,235.0,160.0,126.0,204.392227173,-534.219665527,2894.99902344,441.05078125,-1179.5546875,2924.99902344,0.0,-60.2795219421,2864.99902344
32.719,179.678268433,169.815872192,203.0,235.0,160.0,124.0,199.257293701,-504.42300415,2887.57128906,439.930786133,-1176.55932617,2917.57128906,0.0,-40.0821647644,2857.57128906
32.75,179.528213501,169.953063965,203.0,235.0,160.0,126.0,197.851989746,-506.104125977,2889.23828125,440.182159424,-1177.23156738,2919.23828125,0.0,-60.1583175659,2859.23828125
