t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
47.698,301.286682129,96.5626220703,307.0,193.0,248.0,32.0,1099.6875,182.421875,2219.59375,1159.62072754,-575.866027832,2249.59375,675.679443359,675.679443359,2189.59375
47.729,297.092926025,90.6437530518,307.0,195.0,250.0,28.0,1087.87231445,232.950363159,2262.91552734,1181.95214844,-603.036804199,2292.91552734,704.708190918,720.368286133,2232.91552734
47.76,295.07611084,90.1743469238,307.0,193.0,252.0,24.0,1044.4987793,230.631881714,2205.13330078,1152.16662598,-572.164367676,2235.13330078,701.727111816,732.236877441,2175.13330078
47.792,289.595581055,93.7328720093,307.0,193.0,254.0,22.0,985.561401367,199.758865356,2168.69775391,1133.3848877,-562.837341309,2198.69775391,704.971801758,734.970581055,2138.69775391
47.854,282.859344482,86.3426055908,307.0,193.0,254.0,22.0,926.546875,253.828125,2150.625,1124.06872559,-558.2109375,2180.625,699.014587402,728.75982666,2120.625
47.901,287.059387207,89.8252258301,307.0,193.0,254.0,22.0,898.615600586,213.408248901,2016.84570312,1055.1081543,-523.965270996,2046.84570312,654.917358398,682.786193848,1986.84570312
47.932,286.158935547,92.0979537964,307.0,193.0,250.0,22.0,896.588500977,198.294708252,2026.65856934,1060.16650391,-526.477172852,2056.65869141,630.145507812,686.15838623,1996.65856934
47.948,281.287841797,93.4121170044,307.0,197.0,244.0,20.0,881.844238281,193.311782837,2073.38574219,1084.25341797,-567.942199707,2103.38574219,601.899719238,716.547241211,2043.38574219
47.979,280.963226318,92.9238510132,307.0,199.0,238.0,20.0,861.508483887,192.838195801,2031.00805664,1062.40856934,-570.954162598,2061.00805664,547.315673828,701.686828613,2001.00805664
48.01,279.454528809,91.9876098633,307.0,203.0,232.0,22.0,837.865722656,196.481658936,2000.21801758,1046.53686523,-590.901794434,2030.21801758,497.440704346,677.071960449,1970.21801758
