t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
387.928,162.122756958,80.9249954224,223.0,167.0,138.0,34.0,22.562959671,415.330047607,3031.09716797,676.257568359,-504.509613037,3061.09716797,-231.524627686,905.05090332,3001.09716797
389.303,166.826980591,81.6389465332,219.0,167.0,142.0,32.0,72.7474746704,408.77053833,3038.74707031,634.903320312,-505.77041626,3068.74707031,-189.912139893,928.459228516,3008.74707031
390.428,164.453170776,79.7504425049,209.0,167.0,140.0,28.0,47.9732475281,433.601867676,3072.10180664,533.023803711,-511.267730713,3102.10180664,-213.352752686,981.422607422,3042.10180664
390.491,165.639129639,81.205078125,209.0,167.0,140.0,30.0,60.2941474915,414.798950195,3049.07617188,529.067382812,-507.47277832,3079.07617188,-211.737884521,952.82043457,3019.07617188
391.272,164.908660889,79.2712402344,211.0,165.0,140.0,28.0,52.7758750916,437.898773193,3066.04199219,553.696228027,-488.555419922,3096.04199219,-212.927749634,979.467590332,3036.04199219
391.366,164.974838257,79.1602630615,211.0,165.0,140.0,28.0,53.4508132935,438.79119873,3063.94140625,553.320556641,-488.223968506,3093.94140625,-212.780426025,978.789916992,3033.94140625
391.397,164.979858398,79.2066955566,211.0,165.0,140.0,32.0,53.5085906982,438.323669434,3064.16113281,553.359802246,-488.258636475,3094.16113281,-212.795837402,936.301696777,3034.16113281
391.459,165.098526001,79.2465744019,211.0,165.0,140.0,28.0,54.7253799438,437.42980957,3060.90429688,552.777404785,-487.744689941,3090.90429688,-212.567428589,977.810180664,3030.90429688
393.084,166.766952515,79.2146911621,209.0,165.0,142.0,32.0,73.3636550903,442.172424316,3091.67236328,536.386535645,-492.599914551,3121.67236328,-193.2527771,944.791320801,3061.67236328
421.305,46.6600265503,160.508956909,105.0,231.0,6.0,120.0,-860.045532227,-307.389770508,2163.93310547,-423.136566162,-853.966491699,2193.93310547,-1152.38085938,0.0,2133.93310547
425.43,44.1329574585,142.465179443,91.0,231.0,6.0,74.0,-807.800537109,-156.622497559,1988.15258789,-488.312194824,-785.545654297,2018.15258789,-1057.45458984,315.863037109,1958.15258789
425.524,42.4877548218,140.609649658,91.0,231.0,6.0,74.0,-810.470703125,-142.142791748,1966.79772949,-483.145172119,-777.233520508,1996.79772949,-1045.92236328,312.418365479,1936.79772949
428.493,158.241592407,81.8476409912,221.0,171.0,134.0,34.0,-18.8689308167,409.399475098,3060.0703125,660.986694336,-552.628112793,3090.0703125,-276.261657715,913.788452148,3030.0703125
428.524,162.139022827,93.757598877,221.0,171.0,134.0,32.0,23.0582199097,282.8878479,3074.08740234,663.985046387,-555.134887695,3104.08740234,-277.539642334,939.364807129,3044.08740234
428.555,162.226119995,93.7353363037,221.0,171.0,134.0,32.0,24.0164070129,283.355773926,3076.56298828,664.514587402,-555.577636719,3106.56298828,-277.765350342,940.128723145,3046.56298828
428.586,162.745437622,93.3917694092,221.0,171.0,136.0,32.0,29.6497421265,287.359710693,3079.74951172,665.196228027,-556.147583008,3109.74951172,-256.666870117,941.111999512,3049.74951172
428.837,163.598220825,93.4356689453,221.0,169.0,136.0,30.0,38.9780044556,287.759735107,3089.13354492,667.203491211,-535.950317383,3119.13354492,-257.456665039,965.462524414,3059.13354492
428.868,163.720001221,93.967376709,221.0,169.0,136.0,34.0,40.255191803,281.7059021,3085.91186523,666.514404297,-535.396728516,3115.91186523,-257.185516357,921.581604004,3055.91186523
428.899,163.780685425,92.9892425537,221.0,169.0,136.0,32.0,40.8788375854,292.055450439,3083.42993164,665.983459473,-534.970275879,3113.42993164,-256.976623535,942.247741699,3053.42993164
428.962,163.877792358,93.4032516479,221.0,169.0,136.0,32.0,41.9477272034,287.708648682,3084.82080078,666.281005859,-535.209228516,3114.82080078,-257.093688965,942.676940918,3054.82080078
428.993,163.824829102,93.8645935059,219.0,169.0,136.0,34.0,41.3604431152,282.619873047,3083.74902344,644.213867188,-535.025085449,3113.74902344,-257.003479004,920.929321289,3053.74902344
429.024,163.989120483,93.3948974609,219.0,169.0,136.0,32.0,43.1013755798,287.461334229,3081.20117188,643.686767578,-534.587280273,3111.20117188,-256.7890625,941.560058594,3051.20117188
429.055,163.788848877,93.7324829102,217.0,169.0,134.0,34.0,40.932144165,283.776092529,3080.79125977,621.78503418,-534.516845703,3110.79125977,-278.150878906,920.03729248,3050.79125977
429.118,163.588088989,93.8216705322,217.0,169.0,138.0,34.0,38.7056312561,282.392486572,3076.21484375,620.870361328,-533.730529785,3106.21484375,-235.0052948,918.657226562,3046.21484375
429.149,163.366241455,94.4184036255,215.0,169.0,138.0,32.0,36.3012886047,275.870391846,3075.26782227,598.902648926,-533.567749023,3105.26782227,-234.932250977,939.729125977,3045.26782227
438.868,42.9655990601,161.768798828,95.0,231.0,8.0,64.0,-901.83984375,-321.860595703,2197.46191406,-507.71282959,-867.017211914,2227.46191406,-1155.28613281,425.631713867,2167.46191406
438.9,42.9545211792,161.850189209,95.0,231.0,8.0,64.0,-902.225036621,-322.595001221,2198.19238281,-507.879333496,-867.301574707,2228.19238281,-1155.67541504,425.775146484,2168.19238281
