start,end,name,index
4.91,16.756,study,7
34.91,36.752,study,7
44.908,48.397,study,7
54.198,54.908,study,7
57.983,74.91,study,7
74.007,77.451,stairs,6
86.752,96.757,living,5
94.909,104.909,study,7
97.982,107.534,living,5
120.922,124.912,study,7
134.91,144.129,living,5
150.281,156.754,study,7
154.909,164.943,living,5
177.447,184.909,living,5
183.85,185.252,study,7
191.652,194.918,living,5
210.282,210.908,study,7
204.912,214.924,living,5
234.909,237.528,study,7
240.283,244.909,study,7
245.254,248.149,living,5
257.843,267.826,living,5
283.927,285.238,living,5
284.91,285.281,study,7
290.303,294.907,study,7
295.275,296.758,study,7
289.27,300.281,living,5
320.284,330.315,living,5
344.092,345.253,study,7
347.143,354.34,study,7
344.911,354.956,living,5
356.754,360.282,living,5
366.926,370.993,living,5
394.908,396.754,study,7
400.279,400.669,study,7
400.533,407.198,living,5
410.129,424.911,living,5
430.131,434.908,kitchen,4
440.673,442.08,kitchen,4
450.148,474.937,kitchen,4
500.131,514.911,kitchen,4
550.347,551.782,study,7
564.909,567.099,kitchen,4
570.133,571.782,kitchen,4
580.051,580.129,kitchen,4
604.91,607.453,study,7
611.781,620.794,kitchen,4
617.107,621.784,study,7
630.059,630.13,kitchen,4
650.065,650.408,kitchen,4
648.703,651.909,study,7
636.536,654.876,living,5
654.922,659.756,study,7
670.049,671.91,kitchen,4
690.047,691.902,kitchen,4
691.954,693.785,study,7
706.575,709.755,study,7
719.477,719.756,study,7
736.317,739.759,study,7
757.064,760.056,study,7
759.166,761.911,kitchen,4
766.291,769.757,study,7
780.069,782.479,kitchen,4
786.291,787.064,study,7
790.054,791.173,kitchen,4
788.701,791.91,study,7
799.755,802.67,study,7
810.055,811.913,kitchen,4
807.064,819.756,living,5
827.494,831.91,kitchen,4
832.668,834.912,study,7
840.246,840.753,study,7
842.671,845.259,kitchen,4
847.298,850.065,study,7
848.783,851.91,kitchen,4
878.783,881.909,kitchen,4
882.745,884.912,kitchen,4
890.738,891.909,kitchen,4
894.91,898.785,kitchen,4
911.918,914.908,kitchen,4
926.523,930.051,study,7
928.78,931.913,kitchen,4
935.257,936.542,study,7
936.293,950.533,stairs,6
948.782,951.491,kitchen,4
948.691,951.91,bed2,2
959.101,967.063,study,7
968.789,971.309,kitchen,4
968.732,971.91,bed2,2
974.919,977.069,bed2,2
978.781,981.908,kitchen,4
982.984,987.066,bed2,2
984.908,988.783,study,7
989.753,991.912,bed2,2
998.783,1000.525,kitchen,4
1008.784,1010.509,kitchen,4
1018.782,1021.911,kitchen,4
1018.689,1022.67,bed2,2
1027.064,1028.709,study,7
1028.781,1031.497,kitchen,4
1029.1,1031.91,bed2,2
1034.911,1037.063,bed2,2
1036.91,1038.783,study,7
1039.752,1041.94,bed2,2
1047.109,1048.784,study,7
1057.065,1058.782,study,7
1057.812,1059.099,bed2,2
1074.912,1076.286,study,7
1076.413,1079.103,bed2,2
1081.395,1084.907,study,7
1081.91,1087.081,bed2,2
1091.977,1095.25,bed2,2
1097.064,1101.91,bed2,2
1118.785,1121.909,study,7
1127.062,1128.691,study,7
1128.781,1131.296,kitchen,4
1128.008,1131.909,bed2,2
1134.91,1136.298,bed2,2
1138.13,1139.762,bed2,2
1141.911,1144.908,bed2,2
1148.129,1151.909,bed2,2
1154.91,1156.29,bed2,2
1157.064,1158.711,study,7
1158.782,1161.277,kitchen,4
1161.912,1165.255,study,7
1168.784,1171.911,study,7
1178.785,1181.91,study,7
1182.672,1186.906,bed2,2
1188.785,1191.914,study,7
1199.785,1202.675,bed2,2
1205.017,1208.738,bed2,2
1208.791,1210.12,study,7
1208.91,1211.916,kitchen,4
1218.79,1219.518,bed2,2
1234.915,1236.303,study,7
1241.244,1241.967,study,7
1248.78,1251.908,bed2,2
1257.062,1261.912,stairs,6
1258.784,1274.952,toilet,8
1275.252,1277.061,study,7
1278.784,1281.103,study,7
1287.065,1288.781,study,7
1298.795,1300.247,kitchen,4
1300.052,1301.099,study,7
1307.125,1308.69,study,7
1308.788,1311.12,kitchen,4
1287.455,1325.256,toilet,8
1319.752,1326.416,stairs,6
1328.784,1331.511,kitchen,4
1328.13,1334.192,stairs,6
1338.782,1341.538,kitchen,4
1334.909,1341.579,bed1,1
1349.753,1356.292,bed1,1
1368.782,1371.51,kitchen,4
1362.67,1373.894,stairs,6
1372.671,1374.911,bath,0
1378.783,1380.42,kitchen,4
1380.05,1381.512,bath,0
1387.064,1391.532,bath,0
1402.671,1405.256,bath,0
1407.067,1408.78,study,7
1419.757,1422.684,bath,0
1448.782,1451.255,kitchen,4
1447.179,1457.456,study,7
1441.544,1458.785,bath,0
1468.79,1471.254,kitchen,4
1488.783,1491.267,kitchen,4
1495.977,1497.062,bath,0
1505.3,1506.376,kitchen,4
1508.798,1511.254,kitchen,4
1515.298,1516.309,kitchen,4
1506.649,1517.062,bath,0
1518.781,1521.256,kitchen,4
1525.293,1526.292,kitchen,4
1523.947,1528.715,study,7
1528.808,1531.254,kitchen,4
1535.309,1537.063,kitchen,4
1538.78,1541.256,kitchen,4
1541.556,1542.984,stairs,6
1545.296,1547.066,kitchen,4
1550.039,1551.258,kitchen,4
1542.685,1553.963,living,5
1555.308,1557.064,kitchen,4
1560.044,1561.255,kitchen,4
1565.312,1567.065,kitchen,4
1557.464,1576.219,study,7
1575.979,1576.446,kitchen,4
1580.049,1581.256,kitchen,4
1585.277,1585.984,kitchen,4
1577.064,1593.97,living,5
1595.3,1595.985,kitchen,4
1582.671,1598.701,study,7
1600.05,1600.254,kitchen,4
1597.909,1601.257,stairs,6
