t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
69.586,218.509872437,147.058044434,213.0,235.0,198.0,120.0,638.984375,-295.5,3114.34375,584.38671875,-1268.0090332,3144.34375,410.999023438,0.0,3084.34375
69.648,208.595794678,149.571670532,213.0,235.0,186.0,118.0,540.306640625,-328.7890625,3170.640625,594.84967041,-1290.71179199,3200.640625,286.34274292,22.0263385773,3140.640625
69.68,207.772277832,148.801605225,213.0,235.0,184.0,116.0,530.97644043,-320.122375488,3169.60302734,594.656860352,-1290.29333496,3199.60302734,264.228942871,44.0382003784,3139.60302734
69.711,206.688247681,147.198104858,213.0,235.0,180.0,116.0,516.609985352,-300.949645996,3155.44555664,592.025634766,-1284.58410645,3185.44555664,219.197921753,43.8396186829,3125.44555664
69.742,205.202682495,146.745483398,213.0,235.0,172.0,116.0,495.499511719,-293.176696777,3125.9675293,586.54699707,-1272.6965332,3155.9675293,130.278396606,43.4261398315,3095.9675293
69.773,205.008499146,146.732757568,213.0,235.0,172.0,116.0,491.304962158,-291.810028076,3112.87768555,584.114257812,-1267.41784668,3142.87768555,129.727584839,43.2425308228,3082.87768555
69.805,202.207214355,145.294219971,213.0,235.0,172.0,116.0,460.413330078,-275.919555664,3110.76171875,583.721008301,-1266.5645752,3140.76171875,129.638549805,43.2128562927,3080.76171875
69.836,201.391082764,145.211013794,213.0,235.0,168.0,116.0,451.059204102,-274.736816406,3107.65014648,583.14263916,-1265.30969238,3137.65014648,86.3382644653,43.1692085266,3077.65014648
69.867,200.159790039,145.26550293,213.0,235.0,168.0,114.0,438.241424561,-275.708312988,3111.91308594,583.934936523,-1267.02893066,3141.91308594,86.4578552246,64.8434677124,3081.91308594
69.898,199.425170898,145.170043945,213.0,235.0,168.0,114.0,430.361572266,-274.753875732,3112.90087891,584.118591309,-1267.42724609,3142.90087891,86.4855651855,64.8642501831,3082.90087891
69.93,199.501083374,145.001800537,213.0,235.0,168.0,98.0,430.609710693,-272.550018311,3108.7109375,583.33984375,-1265.73754883,3138.7109375,86.368019104,237.512298584,3078.7109375
69.961,199.344451904,144.93157959,213.0,235.0,168.0,98.0,428.274627686,-271.386627197,3104.16137695,582.494262695,-1263.9029541,3134.16137695,86.2403945923,237.161300659,3074.16137695
69.992,199.162002563,144.670089722,213.0,235.0,168.0,98.0,425.522094727,-268.057556152,3098.58032227,581.456970215,-1261.65222168,3128.58032227,86.0838241577,236.730743408,3068.58032227
70.039,199.192993164,144.625869751,215.0,235.0,172.0,98.0,425.085693359,-267.091156006,3092.95410156,602.313781738,-1259.38330078,3122.95410156,128.889205933,236.296722412,3062.95410156
70.07,199.565582275,144.95690918,215.0,235.0,172.0,98.0,428.725219727,-270.428436279,3090.06030273,601.75567627,-1258.21630859,3120.06030273,128.767425537,236.073455811,3060.06030273
70.117,199.920516968,145.171722412,215.0,235.0,176.0,96.0,431.940887451,-272.358520508,3085.55712891,600.887145996,-1256.40039062,3115.55712891,171.437179565,257.155670166,3055.55712891
70.148,200.263214111,145.385620117,215.0,235.0,178.0,98.0,435.080749512,-274.314819336,3081.53369141,600.11114502,-1254.77783203,3111.53369141,192.612731934,235.415664673,3051.53369141
70.18,200.730895996,145.500396729,215.0,235.0,180.0,96.0,439.458343506,-275.131713867,3076.79931641,599.198059082,-1252.86865234,3106.79931641,213.6822052,256.418609619,3046.79931641
70.211,201.160827637,145.571563721,215.0,235.0,180.0,98.0,443.51763916,-275.539581299,3072.78588867,598.42401123,-1251.25012207,3102.78588867,213.400726318,234.74079895,3042.78588867
70.242,201.591430664,145.649963379,215.0,235.0,182.0,100.0,447.769683838,-276.145294189,3070.12695312,597.911193848,-1250.17785645,3100.12695312,234.535751343,213.214263916,3040.12695312
70.273,202.284790039,145.808761597,215.0,235.0,182.0,102.0,454.757781982,-277.563903809,3066.91308594,597.291320801,-1248.88195801,3096.91308594,234.287811279,191.689926147,3036.91308594
70.305,202.946258545,145.999176025,215.0,235.0,182.0,112.0,461.717285156,-279.5184021,3065.88867188,597.093688965,-1248.46875,3095.88867188,234.208786011,85.1667938232,3035.88867188
70.336,203.445297241,146.070999146,213.0,235.0,182.0,112.0,467.060668945,-280.277404785,3065.74487305,575.354431152,-1248.4107666,3095.74487305,234.197692871,85.1627578735,3035.74487305
70.367,203.885162354,146.174179077,213.0,235.0,180.0,112.0,472.103210449,-281.573913574,3067.78417969,575.733459473,-1249.2331543,3097.78417969,213.049942017,85.2199707031,3037.78417969
70.399,204.383422852,146.275863647,213.0,235.0,180.0,114.0,477.771606445,-282.850097656,3069.76367188,576.101318359,-1250.03137207,3099.76367188,213.188766479,63.9566421509,3039.76367188
70.43,204.737258911,146.354675293,213.0,235.0,182.0,114.0,481.656402588,-283.743347168,3070.24804688,576.19140625,-1250.22680664,3100.24804688,234.545089722,63.9668312073,3040.24804688
70.477,205.222473145,146.371948242,213.0,235.0,180.0,114.0,486.980072021,-283.987304688,3070.87670898,576.308227539,-1250.48022461,3100.87670898,213.266830444,63.9800605774,3040.87670898
70.523,205.626495361,146.431625366,213.0,235.0,182.0,114.0,491.440979004,-284.693908691,3071.56542969,576.436218262,-1250.75805664,3101.56542969,234.646728516,63.9945526123,3041.56542969
70.555,205.988647461,146.490692139,213.0,235.0,182.0,114.0,495.360290527,-285.34072876,3071.68066406,576.457580566,-1250.80444336,3101.68066406,234.655609131,63.9969787598,3041.68066406
70.586,206.350021362,146.524108887,213.0,235.0,182.0,114.0,498.983215332,-285.546447754,3070.02172852,576.149353027,-1250.13549805,3100.02172852,234.527633667,63.9620742798,3040.02172852
70.633,206.986541748,146.47038269,213.0,235.0,182.0,114.0,505.285705566,-284.658111572,3066.68359375,575.528869629,-1248.78930664,3096.68359375,234.270095825,63.8918380737,3036.68359375
70.648,207.338745117,148.1328125,213.0,235.0,182.0,114.0,506.982330322,-301.293151855,3054.08837891,573.188049316,-1243.71008301,3084.08837891,233.298416138,63.6268348694,3024.08837891
70.68,208.131271362,148.140975952,213.0,235.0,182.0,114.0,515.072875977,-301.148345947,3051.73535156,572.750732422,-1242.76123047,3081.73535156,233.116912842,63.5773277283,3021.73535156
70.742,208.606140137,148.719772339,213.0,235.0,182.0,114.0,518.991271973,-306.654937744,3044.90966797,571.482116699,-1240.00866699,3074.90966797,232.590332031,63.4337120056,3014.90966797
70.867,210.472320557,151.158752441,213.0,235.0,184.0,114.0,539.299865723,-332.933044434,3047.07006836,571.883666992,-1240.87976074,3077.07006836,253.9165802,63.4791717529,3017.07006836
70.899,206.207839966,151.81918335,213.0,235.0,186.0,114.0,500.130737305,-344.395019531,3086.55078125,579.221313477,-1256.80102539,3116.55078125,278.675964355,64.3098449707,3056.55078125
70.93,208.444702148,151.162078857,213.0,235.0,186.0,114.0,522.161987305,-335.881011963,3073.72094727,576.836853027,-1251.62731934,3103.72094727,277.506225586,64.0399017334,3043.72094727
70.977,208.548233032,151.553771973,213.0,235.0,186.0,114.0,523.34967041,-340.149414062,3074.14257812,576.915161133,-1251.79724121,3104.14257812,277.544677734,64.0487747192,3044.14257812
71.024,208.078430176,152.921813965,213.0,235.0,186.0,114.0,517.624145508,-354.444335938,3070.22216797,576.186584473,-1250.21630859,3100.22216797,277.187225342,63.9662857056,3040.22216797
71.055,207.775970459,154.994018555,213.0,235.0,188.0,114.0,512.945678711,-375.712493896,3061.73364258,574.608947754,-1246.79321289,3091.73364258,297.675750732,63.787689209,3031.73364258
71.086,207.176391602,156.739562988,213.0,235.0,188.0,114.0,505.54876709,-393.706268311,3055.93334961,573.530944824,-1244.45410156,3085.93334961,297.106262207,63.6656532288,3025.93334961
71.117,206.951553345,157.620361328,213.0,235.0,188.0,114.0,503.063751221,-403.084289551,3055.47363281,573.445495605,-1244.26867676,3085.47363281,297.061126709,63.6559791565,3025.47363281
71.149,206.823226929,158.743179321,213.0,235.0,186.0,114.0,501.763671875,-415.176818848,3055.9296875,573.530273438,-1244.45263672,3085.9296875,275.884155273,63.6655769348,3025.9296875
71.18,206.797485352,159.17729187,213.0,235.0,188.0,114.0,501.625549316,-419.944091797,3056.76904297,573.686279297,-1244.7911377,3086.76904297,297.188293457,63.6832351685,3026.76904297
71.227,206.834259033,159.059005737,213.0,235.0,188.0,114.0,501.914398193,-418.588317871,3056.12744141,573.567016602,-1244.53234863,3086.12744141,297.125274658,63.6697387695,3026.12744141
71.242,205.49357605,160.73677063,213.0,235.0,188.0,114.0,487.821472168,-436.814819336,3057.85107422,573.887329102,-1245.22741699,3087.85107422,297.294525146,63.7060050964,3027.85107422
71.274,204.857299805,160.222503662,213.0,235.0,186.0,114.0,481.303649902,-431.573913574,3059.78955078,574.247619629,-1246.00915527,3089.78955078,276.236053467,63.7467880249,3029.78955078
71.305,205.162872314,159.795410156,213.0,235.0,186.0,114.0,483.406402588,-425.955230713,3052.36450195,572.867675781,-1243.01489258,3082.36450195,275.559112549,63.5905609131,3022.36450195
71.336,205.526916504,159.439147949,213.0,235.0,186.0,114.0,486.49420166,-421.441162109,3047.29858398,571.926147461,-1240.97192383,3077.29858398,275.097229004,63.4839744568,3017.29858398
71.367,206.84463501,157.427719116,213.0,235.0,186.0,114.0,500.057342529,-399.533538818,3044.14550781,571.340148926,-1239.70043945,3074.14550781,274.8097229,63.4176330566,3014.14550781
71.414,207.876663208,155.663391113,213.0,235.0,186.0,114.0,510.956878662,-380.612548828,3043.44824219,571.210571289,-1239.41918945,3073.44824219,274.746185303,63.4029693604,3013.44824219
71.43,208.375152588,154.827148438,213.0,235.0,186.0,114.0,516.241821289,-371.662475586,3043.24072266,571.17199707,-1239.33557129,3073.24072266,274.727264404,63.398601532,3013.24072266
71.477,208.820663452,154.108337402,213.0,235.0,186.0,114.0,520.69543457,-363.781555176,3041.48413086,570.84552002,-1238.62731934,3071.48413086,274.567108154,63.3616447449,3011.48413086
71.524,209.162719727,153.676132202,213.0,235.0,186.0,114.0,523.504821777,-358.597229004,3036.61865234,569.941223145,-1236.66516113,3066.61865234,274.123474121,63.2592697144,3006.61865234
71.586,210.160003662,149.374038696,213.0,235.0,186.0,114.0,533.988037109,-312.707000732,3035.84472656,569.797424316,-1236.35302734,3065.84472656,274.05291748,63.2429847717,3005.84472656
71.617,210.526550293,148.726242065,213.0,235.0,186.0,114.0,537.591064453,-305.640655518,3034.15576172,569.483520508,-1235.671875,3064.15576172,273.898956299,63.2074508667,3004.15576172
71.649,210.792633057,148.678100586,213.0,235.0,188.0,114.0,540.105957031,-304.949951172,3032.38037109,569.153503418,-1234.95593262,3062.38037109,294.793670654,63.1700973511,3002.38037109
71.68,211.07208252,148.70930481,213.0,235.0,188.0,114.0,542.980163574,-305.227050781,3031.83691406,569.05255127,-1234.73681641,3061.83691406,294.740264893,63.1586685181,3001.83691406
71.711,211.419036865,148.952835083,213.0,235.0,188.0,114.0,546.149169922,-307.523529053,3028.95483398,568.516906738,-1233.57458496,3058.95483398,294.457305908,63.0980262756,2998.95483398
71.742,210.951293945,148.882843018,213.0,235.0,188.0,114.0,540.973449707,-306.662475586,3027.79370117,568.301086426,-1233.10632324,3057.79370117,294.343322754,63.0735969543,2997.79370117
71.774,210.059265137,149.887023926,213.0,235.0,188.0,114.0,532.272827148,-317.784393311,3032.18261719,569.116760254,-1234.8762207,3062.18261719,294.774230957,63.1659355164,3002.18261719
71.82,209.811004639,150.417648315,213.0,235.0,188.0,116.0,529.892333984,-323.584747314,3033.66674805,569.39263916,-1235.47473145,3063.66674805,294.919952393,42.1314659119,3003.66674805
71.867,209.610473633,150.724960327,213.0,235.0,188.0,114.0,528.207397461,-327.131591797,3036.24365234,569.871520996,-1236.51391602,3066.24365234,295.172943115,63.2513847351,3006.24365234
71.899,209.372329712,151.024124146,213.0,235.0,188.0,114.0,526.126464844,-330.602355957,3038.86914062,570.35949707,-1237.57275391,3068.86914062,295.430755615,63.3066253662,3008.86914062
71.93,209.157974243,151.235626221,213.0,235.0,188.0,114.0,524.198181152,-333.082305908,3040.93408203,570.743286133,-1238.40539551,3070.93408203,295.633514404,63.3500671387,3010.93408203
71.977,208.610427856,152.286254883,213.0,235.0,188.0,114.0,518.587402344,-344.437255859,3042.27197266,570.991943359,-1238.94494629,3072.27197266,295.764892578,63.3782157898,3012.27197266
72.024,206.681274414,159.181137085,213.0,235.0,186.0,116.0,500.399902344,-420.002075195,3056.890625,573.708862305,-1244.84008789,3086.890625,275.97177124,42.4572219849,3026.890625
72.055,206.378463745,159.7447052,213.0,235.0,184.0,116.0,497.276275635,-426.148193359,3057.64379883,573.848815918,-1245.1439209,3087.64379883,254.80645752,42.4677886963,3027.64379883
72.086,206.269378662,160.170532227,213.0,235.0,184.0,118.0,496.846740723,-431.356445312,3062.20483398,574.696533203,-1246.9831543,3092.20483398,255.190322876,21.2658424377,3032.20483398
72.149,204.528457642,161.296173096,213.0,235.0,184.0,118.0,480.303283691,-445.438415527,3075.97900391,577.256469727,-1252.5378418,3105.97900391,256.349578857,21.3624458313,3045.97900391
72.18,203.170410156,158.776550293,213.0,235.0,180.0,120.0,467.601593018,-420.009246826,3088.83886719,579.64654541,-1257.72387695,3118.83886719,214.526580811,0.0,3058.83886719
72.211,203.205612183,157.91619873,213.0,235.0,178.0,120.0,467.452423096,-410.224853516,3085.33813477,578.995910645,-1256.31201172,3115.33813477,192.852874756,0.0,3055.33813477
72.274,202.999969482,156.872665405,213.0,235.0,176.0,120.0,464.780212402,-398.550964355,3082.37109375,578.444458008,-1255.11560059,3112.37109375,171.258407593,0.0,3052.37109375
72.305,202.725448608,156.146789551,213.0,235.0,172.0,120.0,461.301025391,-390.272003174,3078.95483398,577.809570312,-1253.73791504,3108.95483398,128.300109863,0.0,3048.95483398
72.367,199.342498779,156.894073486,213.0,235.0,168.0,122.0,415.575683594,-389.713012695,3012.26879883,565.415771484,-1226.84570312,3042.26879883,83.6625061035,-20.9156265259,2982.26879883
72.399,199.743591309,153.534118652,213.0,235.0,166.0,100.0,422.536010742,-356.51965332,3031.81152344,569.047790527,-1234.7265625,3061.81152344,63.1581535339,210.527069092,3001.81152344
72.43,198.871124268,152.283538818,213.0,235.0,164.0,100.0,413.950592041,-343.797271729,3036.87451172,569.988769531,-1236.76831055,3066.87451172,42.1763877869,210.882156372,3006.87451172
72.461,197.527130127,150.903274536,213.0,235.0,162.0,100.0,398.525695801,-328.182556152,3028.42285156,568.418029785,-1233.36010742,3058.42285156,21.0290184021,210.289413452,2998.42285156
72.492,196.067001343,149.964324951,213.0,235.0,160.0,100.0,382.51260376,-317.78994751,3024.41308594,567.672790527,-1231.74304199,3054.41308594,0.0,210.00819397,2994.41308594
72.555,193.013885498,150.412994385,213.0,235.0,158.0,98.0,349.732421875,-322.179840088,3020.95800781,567.030639648,-1230.34973145,3050.95800781,-20.9765663147,230.742431641,2990.95800781
72.586,190.565917969,149.819335938,213.0,235.0,158.0,98.0,323.229187012,-315.334106445,3015.63354492,566.04107666,-1228.20251465,3045.63354492,-20.9392242432,230.331680298,2985.63354492
72.617,184.699707031,147.78956604,213.0,235.0,156.0,98.0,260.055419922,-292.587524414,3002.47607422,563.595703125,-1222.89660645,3032.47607422,-41.6938896179,229.316635132,2972.47607422
72.649,183.616943359,147.893280029,213.0,235.0,156.0,96.0,248.222976685,-293.16885376,2997.25561523,562.625488281,-1220.79138184,3027.25561523,-41.6206665039,249.724227905,2967.25561523
72.68,182.498977661,148.294036865,213.0,235.0,156.0,96.0,236.046447754,-296.844818115,2991.85205078,561.62121582,-1218.61230469,3021.85205078,-41.5448760986,249.269454956,2961.85205078
72.711,180.849258423,148.49786377,211.0,235.0,154.0,96.0,218.410751343,-298.535339355,2987.36962891,539.626403809,-1216.8046875,3017.36962891,-62.2230987549,248.892211914,2957.36962891
72.758,175.865646362,146.916168213,209.0,235.0,154.0,94.0,165.46875,-280.71875,2974.15625,516.194152832,-1211.47607422,3004.15625,-61.9450874329,268.428497314,2944.15625
72.774,172.980300903,143.878997803,209.0,235.0,152.0,96.0,135.066177368,-248.472412109,2967.34179688,515.023254395,-1208.72802734,2997.34179688,-82.4022521973,247.206665039,2937.34179688
