t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
89.025,292.519348145,44.3993530273,307.0,101.0,280.0,8.0,1072.109375,611.625,2307.09375,1204.72521973,155.712799072,2337.09375,958.20111084,894.321044922,2277.09375
89.056,295.602111816,34.3016586304,307.0,103.0,280.0,8.0,1075.2734375,679.555297852,2261.29858398,1181.11865234,136.591934204,2291.29858398,938.930419922,876.335083008,2231.29858398
89.087,292.930389404,38.0765228271,307.0,103.0,280.0,8.0,1057.109375,651.484375,2267.78125,1184.46044922,136.978393555,2297.78125,941.65838623,878.881164551,2237.78125
89.118,292.299835205,38.2269287109,307.0,101.0,278.0,8.0,1048.78344727,648.241455078,2260.64331055,1180.78088379,152.617950439,2290.64331055,923.010437012,876.077758789,2230.64331055
89.15,295.620483398,42.5378494263,307.0,99.0,278.0,8.0,1059.1472168,604.951599121,2227.08398438,1163.48181152,166.211669922,2257.08398438,909.124023438,862.897460938,2197.08398438
89.181,292.720825195,61.2047615051,307.0,171.0,258.0,8.0,1054.08520508,466.959075928,2264.86425781,1182.95678711,-410.413482666,2294.86425781,768.018493652,877.735473633,2234.86425781
89.243,288.426391602,71.3472290039,307.0,171.0,262.0,8.0,1003.109375,380.015625,2227.40625,1163.64794922,-403.714477539,2257.40625,785.968322754,863.024047852,2197.40625
89.275,288.407348633,70.1273345947,307.0,171.0,262.0,8.0,991.644104004,385.148681641,2202.27416992,1150.69287109,-399.21987915,2232.27416992,776.979064941,853.153442383,2172.27416992
89.306,286.115844727,68.2445526123,307.0,171.0,264.0,8.0,950.962463379,390.256134033,2150.30078125,1123.90161133,-389.924957275,2180.30078125,773.259521484,832.741088867,2120.30078125
89.337,284.677886963,68.5564422607,307.0,171.0,264.0,8.0,939.191223145,387.521270752,2148.17700195,1122.8067627,-389.545135498,2178.17700195,772.484985352,831.906982422,2118.17700195
89.368,282.984985352,69.4033050537,307.0,171.0,262.0,8.0,929.185546875,382.272033691,2154.54638672,1126.09008789,-390.684234619,2184.54638672,759.907836914,834.408508301,2124.54638672
89.4,281.532165527,69.0428237915,307.0,171.0,262.0,8.0,898.5234375,376.741485596,2108.35449219,1102.27905273,-382.423278809,2138.35449219,743.385925293,816.266784668,2078.35449219
89.446,279.428527832,66.9615783691,307.0,171.0,256.0,8.0,877.935913086,389.892791748,2096.33251953,1096.08203125,-380.273254395,2126.33251953,695.610229492,811.545227051,2066.33251953
89.493,277.716308594,66.2107086182,307.0,171.0,248.0,8.0,864.414123535,394.985351562,2094.06762695,1094.91442871,-379.868225098,2124.06762695,636.943725586,810.655700684,2064.06762695
89.525,275.054412842,65.5038299561,307.0,171.0,246.0,8.0,842.998840332,399.291137695,2089.43652344,1092.52722168,-379.039978027,2119.43652344,621.071166992,808.836853027,2059.43652344
89.556,272.559204102,65.9322662354,307.0,171.0,244.0,8.0,819.997680664,393.885314941,2077.48144531,1086.36462402,-376.901947021,2107.48144531,603.106140137,804.141479492,2047.48144531
89.587,270.425842285,67.0120697021,307.0,171.0,240.0,8.0,806.798950195,387.143127441,2083.53173828,1089.48339844,-377.983978271,2113.53173828,576.084106445,806.51776123,2053.53173828
89.618,269.047790527,68.3554153442,307.0,171.0,236.0,8.0,794.368164062,376.209411621,2077.35351562,1086.29870605,-376.879058838,2107.35351562,545.633422852,804.091247559,2047.35351562
89.65,266.299438477,70.6535568237,307.0,171.0,232.0,8.0,765.36541748,355.29876709,2053.25732422,1073.87756348,-372.569702148,2083.25732422,510.832061768,794.627563477,2023.25732422
89.681,263.796173096,70.4567489624,307.0,169.0,216.0,8.0,752.138549805,359.005371094,2066.43603516,1080.67089844,-360.223602295,2096.43603516,399.901794434,799.803466797,2036.43603516
89.712,263.855194092,71.3126525879,305.0,169.0,206.0,8.0,747.298828125,350.33392334,2051.97265625,1058.61376953,-357.73840332,2081.97265625,326.157714844,794.12298584,2021.97265625
89.743,260.945526123,67.2358627319,305.0,169.0,196.0,8.0,725.250244141,379.087585449,2048.83154297,1057.01660156,-357.198669434,2078.83154297,254.857330322,792.889343262,2018.83154297
89.775,261.774963379,67.5272674561,305.0,171.0,192.0,8.0,710.076477051,366.098419189,1989.61804199,1026.90844727,-361.188446045,2019.61804199,219.895339966,769.633422852,1959.61804199
89.806,258.235870361,65.7800216675,303.0,171.0,192.0,8.0,685.209350586,378.192108154,1989.10925293,1012.48907471,-361.097473145,2019.10925293,219.838226318,769.43359375,1959.10925293
89.837,255.806762695,63.1827392578,297.0,171.0,194.0,8.0,659.717712402,391.239105225,1963.66552734,957.783569336,-356.547088623,1993.66552734,230.54447937,759.440673828,1933.66552734
89.868,253.723648071,64.1470870972,293.0,169.0,204.0,8.0,645.556213379,384.707519531,1964.22119141,930.078186035,-342.660369873,1994.22119141,298.437408447,759.658935547,1934.22119141
89.9,250.955596924,62.4451255798,287.0,169.0,204.0,8.0,624.720947266,395.310821533,1958.6739502,885.649353027,-341.707183838,1988.6739502,297.581542969,757.480285645,1928.6739502
90.056,228.428344727,58.5556602478,279.0,173.0,202.0,8.0,471.0625,422.984375,1963.125,831.717834473,-370.428985596,1993.125,284.710723877,759.228393555,1933.125
90.103,230.636016846,69.7505950928,273.0,173.0,200.0,8.0,485.905639648,345.666015625,1961.6940918,789.215454102,-370.163024902,1991.6940918,270.952301025,758.666442871,1931.6940918
90.15,226.862121582,57.2322273254,263.0,177.0,196.0,8.0,437.828918457,411.018188477,1867.36767578,685.303833008,-379.245880127,1897.36767578,231.949325562,721.619995117,1837.36767578
90.212,209.997558594,54.2590103149,251.0,181.0,184.0,8.0,352.872558594,463.986328125,2012.67895508,651.832519531,-436.942657471,2042.67895508,166.862243652,778.690551758,1982.67895508
90.243,207.329437256,54.1044311523,249.0,181.0,176.0,8.0,335.173797607,466.653808594,2019.5012207,639.635681152,-438.401947021,2049.5012207,111.624313354,781.369995117,1989.5012207
90.275,204.464172363,54.5183792114,247.0,185.0,170.0,8.0,314.521789551,463.190673828,2017.18591309,624.555603027,-466.621887207,2047.18591309,69.6839904785,780.460693359,1987.18591309
90.306,202.457458496,53.952041626,245.0,187.0,162.0,8.0,300.485961914,467.443878174,2018.25280762,610.515991211,-481.230163574,2048.25292969,13.9443330765,780.879699707,1988.25280762
90.337,199.003082275,52.0975570679,241.0,187.0,154.0,8.0,278.665161133,485.142303467,2037.46069336,587.241577148,-485.742980957,2067.46069336,-42.2369995117,788.423522949,2007.46069336
90.368,196.888702393,53.6614685059,239.0,187.0,150.0,8.0,262.12902832,471.397918701,2026.40991211,569.680358887,-483.146606445,2056.40991211,-70.0074462891,784.083312988,1996.40991211
90.4,193.602920532,54.4674530029,235.0,187.0,144.0,8.0,239.443572998,466.9637146,2032.03710938,542.315795898,-484.468719482,2062.03710938,-112.327667236,786.293395996,2002.03710938
90.431,191.311233521,53.4354095459,231.0,191.0,140.0,8.0,222.134857178,472.236724854,2023.12158203,511.172576904,-511.172546387,2053.12158203,-139.78427124,782.791870117,1993.12158203
