t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
63.04,40.4308700562,98.1776275635,45.0,111.0,38.0,84.0,-1211.68566895,221.142852783,2889.85717773,-1177.48120117,92.150680542,2919.85717773,-1223.48510742,361.028381348,2859.85717773
63.056,40.4442367554,98.5668792725,45.0,111.0,38.0,84.0,-1211.26477051,217.147064209,2889.17651367,-1177.20666504,92.129196167,2919.17651367,-1223.19384766,360.942443848,2859.17651367
63.087,40.379524231,98.3419113159,45.0,111.0,38.0,84.0,-1211.35290527,219.323532104,2887.82348633,-1176.66088867,92.0864944458,2917.82348633,-1222.61499023,360.77166748,2857.82348633
63.118,40.4863128662,98.4565124512,45.0,111.0,38.0,84.0,-1213.17138672,218.685714722,2894.74291992,-1179.45129395,92.3048706055,2924.74291992,-1225.57519531,361.645172119,2864.74291992
63.165,40.2126541138,98.1660614014,45.0,111.0,38.0,84.0,-1213.15625,221.125,2888.09375,-1176.77001953,92.0950241089,2918.09375,-1222.73059082,360.805755615,2858.09375
63.212,40.385055542,98.2314987183,45.0,111.0,38.0,84.0,-1211.61767578,220.5,2888.58813477,-1176.96923828,92.1106262207,2918.58813477,-1222.94213867,360.86819458,2858.58813477
63.243,40.2126541138,98.3049163818,45.0,111.0,38.0,84.0,-1213.15625,219.71875,2888.09375,-1176.77001953,92.0950241089,2918.09375,-1222.73059082,360.805755615,2858.09375
63.275,40.271774292,98.1585998535,45.0,111.0,38.0,84.0,-1212.45458984,221.18182373,2887.84863281,-1176.67114258,92.0872879028,2917.84863281,-1222.62585449,360.774810791,2857.84863281
63.306,40.2116165161,98.304145813,45.0,111.0,38.0,84.0,-1213.46875,219.78125,2888.8125,-1177.05981445,92.1177062988,2918.8125,-1223.03808594,360.896514893,2858.8125
63.337,40.4866867065,98.4443054199,45.0,111.0,38.0,84.0,-1211.37145996,218.485717773,2890.45727539,-1177.72314453,92.1696166992,2920.45727539,-1223.74182129,361.104125977,2860.45727539
63.4,40.4417266846,98.5831985474,45.0,111.0,38.0,84.0,-1210.73535156,216.882354736,2887.85302734,-1176.67285156,92.0874252319,2917.85302734,-1222.62756348,360.775390625,2857.85302734
63.462,40.4905014038,98.4461898804,45.0,111.0,38.0,84.0,-1210.17138672,218.257141113,2887.68579102,-1176.60546875,92.0821533203,2917.68579102,-1222.55615234,360.754272461,2857.68579102
63.525,40.4425506592,98.6028823853,45.0,111.0,38.0,84.0,-1211.67651367,216.852935791,2890.11767578,-1177.58605957,92.1588973999,2920.11767578,-1223.59643555,361.061279297,2860.11767578
63.556,40.3821105957,98.2196578979,45.0,111.0,38.0,84.0,-1213.41174316,220.941177368,2892.79418945,-1178.66552734,92.2433700562,2922.79418945,-1224.74157715,361.399169922,2862.79418945
63.618,40.334602356,98.2366790771,45.0,111.0,38.0,84.0,-1214.66674805,220.909103394,2894.63647461,-1179.40844727,92.3015136719,2924.63647461,-1225.52966309,361.631744385,2864.63647461
63.65,40.3333358765,98.2275009155,45.0,111.0,38.0,84.0,-1214.66674805,221.0,2894.60620117,-1179.39624023,92.3005599976,2924.60620117,-1225.51672363,361.62789917,2864.60620117
63.681,40.4868621826,98.4437789917,45.0,111.0,38.0,84.0,-1211.65710449,218.542861938,2891.14282227,-1177.99951172,92.1912536621,2921.14282227,-1224.03503418,361.190704346,2861.14282227
63.712,40.2743682861,98.4406814575,45.0,111.0,38.0,84.0,-1212.53125,218.34375,2888.09375,-1176.77001953,92.0950241089,2918.09375,-1222.73059082,360.805755615,2858.09375
63.775,40.4426269531,98.5687255859,45.0,111.0,38.0,84.0,-1212.20593262,217.294113159,2891.38232422,-1178.09619141,92.1988143921,2921.38232422,-1224.13757324,361.220916748,2861.38232422
63.806,40.4911117554,98.4395980835,45.0,111.0,38.0,84.0,-1210.42858887,218.371429443,2888.31420898,-1176.85888672,92.1019821167,2918.31420898,-1222.82495117,360.833618164,2858.31420898
63.837,40.4407272339,98.5756759644,45.0,111.0,38.0,84.0,-1209.5,216.735290527,2884.88232422,-1175.47497559,91.9936676025,2914.88232422,-1221.35668945,360.400360107,2854.88232422
63.868,40.3836898804,98.2273178101,45.0,111.0,38.0,84.0,-1212.85290527,220.764709473,2891.5,-1178.14355469,92.2025299072,2921.5,-1224.18786621,361.235778809,2861.5
63.9,40.3316650391,98.3477478027,45.0,111.0,38.0,84.0,-1214.06066895,219.666671753,2893.12133789,-1178.79736328,92.2537002563,2923.12133789,-1224.88146973,361.440460205,2863.12133789
63.931,40.4379577637,98.6001968384,45.0,111.0,38.0,84.0,-1211.73535156,216.882354736,2890.14697266,-1177.59802246,92.1598205566,2920.14697266,-1223.60900879,361.064971924,2860.14697266
63.962,40.3876342773,98.604019165,45.0,111.0,38.0,84.0,-1212.27270508,216.848495483,2890.2121582,-1177.62426758,92.1618804932,2920.2121582,-1223.63684082,361.073181152,2860.2121582
64.009,40.3292541504,98.4148254395,45.0,111.0,38.0,84.0,-1210.96972656,218.424255371,2885.69702148,-1175.8034668,92.0193862915,2915.69702148,-1221.70532227,360.503204346,2855.69702148
64.025,40.4358139038,98.4634628296,45.0,111.0,38.0,84.0,-1211.41174316,218.205886841,2889.32348633,-1177.26586914,92.1338348389,2919.32348633,-1223.25671387,360.960998535,2859.32348633
