start,end,name,index
45.982,48.737,stairs,6
54.997,55.984,stairs,6
55.124,64.96,living,5
79.733,80.793,living,5
84.962,94.838,living,5
94.964,104.96,living,5
110.229,114.961,living,5
139.693,141.115,living,5
154.974,159.141,living,5
159.69,169.69,living,5
199.691,204.971,living,5
209.692,214.967,living,5
219.691,224.96,living,5
249.689,251.111,living,5
256.983,260.793,living,5
276.981,281.278,living,5
310.797,319.771,living,5
334.967,339.696,living,5
359.864,374.96,living,5
380.123,384.964,kitchen,4
389.518,389.693,kitchen,4
409.312,409.753,kitchen,4
419.691,429.688,kitchen,4
431.383,439.696,kitchen,4
449.703,454.963,kitchen,4
479.951,484.162,kitchen,4
484.96,490.311,kitchen,4
494.964,499.694,kitchen,4
519.59,519.69,kitchen,4
521.11,530.167,kitchen,4
539.665,539.71,kitchen,4
554.964,559.691,kitchen,4
571.296,579.69,kitchen,4
584.963,589.693,living,5
599.69,609.704,living,5
662.953,664.476,kitchen,4
663.532,664.52,living,5
677.963,683.988,living,5
721.933,722.688,living,5
736.105,742.689,living,5
751.644,752.687,living,5
753.982,762.69,living,5
776.121,777.963,kitchen,4
804.989,805.033,kitchen,4
882.185,886.104,kitchen,4
902.777,906.503,kitchen,4
912.189,916.11,kitchen,4
917.964,926.11,kitchen,4
934.984,946.105,stairs,6
944.98,946.796,bed2,2
962.189,972.689,bed2,2
976.22,982.189,bed2,2
992.185,1002.187,bed2,2
1014.964,1022.201,bed2,2
1024.969,1032.187,bed2,2
1034.962,1044.962,bed2,2
1066.102,1072.695,bed2,2
1081.105,1082.189,bed2,2
1092.189,1094.963,bed2,2
1119.098,1122.301,bed2,2
1124.959,1127.794,bed2,2
1132.153,1134.959,bed2,2
1142.147,1150.66,bed2,2
1174.96,1180.12,bed2,2
1190.12,1190.794,bed2,2
1200.797,1204.965,bed2,2
1224.97,1228.378,living,5
1230.126,1232.197,bed2,2
1240.119,1242.146,bed2,2
1240.794,1244.985,stairs,6
1244.013,1248.238,hall,3
1254.002,1257.307,hall,3
1251.128,1261.103,toilet,8
1272.146,1273.964,toilet,8
1292.71,1301.098,toilet,8
1304.796,1308.626,stairs,6
1302.145,1311.111,toilet,8
1308.671,1321.097,stairs,6
1320.063,1321.296,bed1,1
1331.097,1338.12,bed1,1
1351.093,1352.364,bath,0
1358.118,1361.104,bath,0
1381.096,1381.737,bath,0
1394.794,1402.37,bath,0
1408.125,1409.844,bath,0
1414.793,1418.119,bath,0
1419.963,1424.794,bath,0
1428.12,1431.097,bath,0
1468.108,1468.159,bath,0
1470.813,1478.987,bath,0
1484.624,1484.8,bath,0
1487.712,1488.125,bath,0
1497.287,1498.12,bath,0
1504.795,1506.662,stairs,6
1512.519,1514.794,living,5
1541.1,1552.247,living,5
