t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
34.082,296.608123779,117.225440979,307.0,193.0,276.0,16.0,1075.94555664,21.8528137207,2246.04931641,1173.25793457,-582.638305664,2276.04931641,901.429870605,808.178405762,2216.04931641
34.113,296.091003418,113.504196167,307.0,195.0,274.0,16.0,1069.25097656,51.0367660522,2240.55566406,1170.42614746,-597.15612793,2270.55566406,883.691772461,806.174926758,2210.55566406
34.144,295.963256836,109.86656189,307.0,195.0,272.0,14.0,1067.09985352,79.5316772461,2238.14868164,1169.1854248,-596.523071289,2268.14868164,867.243164062,820.783630371,2208.14868164
34.176,295.532714844,99.4030990601,307.0,195.0,270.0,16.0,1036.99023438,157.591339111,2181.90600586,1140.19335938,-581.731323242,2211.90600586,830.061950684,784.785766602,2151.90600586
34.207,294.423828125,97.067199707,307.0,199.0,266.0,14.0,1027.8671875,175.354858398,2180.55078125,1139.49475098,-612.381469727,2210.55078125,799.374145508,799.374084473,2150.55078125
34.238,288.584106445,90.8546600342,307.0,199.0,260.0,14.0,987.480407715,223.825820923,2190.01293945,1144.37231445,-615.002746582,2220.01293945,757.444519043,802.891174316,2160.01293945
34.269,289.165588379,87.2760620117,307.0,199.0,256.0,14.0,971.282226562,246.0730896,2144.39160156,1120.85546875,-602.364440918,2174.39160156,711.788818359,785.933410645,2114.39160156
34.316,283.325805664,85.2394866943,307.0,205.0,252.0,14.0,923.873779297,260.40234375,2136.30957031,1116.68933105,-645.704711914,2166.30957031,679.523620605,782.929321289,2106.30957031
34.347,282.326660156,85.5850982666,307.0,203.0,248.0,14.0,912.971069336,256.851654053,2128.34204102,1112.58227539,-628.192687988,2158.34204102,647.520324707,779.967712402,2098.34204102
34.379,280.326873779,85.4765396118,307.0,209.0,244.0,14.0,898.611999512,257.824310303,2129.68359375,1113.27380371,-674.022888184,2159.68359375,618.482788086,780.466369629,2099.68359375
34.41,278.84552002,85.6011505127,307.0,207.0,240.0,16.0,882.982543945,255.572021484,2118.72631836,1107.62561035,-655.533447266,2148.72631836,585.957397461,761.744567871,2088.72631836
34.441,273.410736084,85.827041626,307.0,209.0,226.0,16.0,859.736938477,259.056121826,2161.80664062,1129.83251953,-684.048278809,2191.80664062,493.385375977,777.455688477,2131.80664062
34.472,273.266967773,86.5667495728,307.0,211.0,220.0,18.0,850.527587891,251.052001953,2141.36450195,1119.29504395,-692.896850586,2171.36450195,444.231109619,755.192871094,2111.36450195
34.519,272.607177734,87.2312850952,307.0,211.0,220.0,18.0,840.896789551,244.701156616,2129.5222168,1113.19067383,-689.117919922,2159.5222168,441.739471436,750.95715332,2099.5222168
34.551,270.449432373,87.7229614258,303.0,211.0,228.0,18.0,819.629577637,239.52331543,2116.21435547,1076.22631836,-684.871337891,2146.21435547,497.46472168,746.197143555,2086.21435547
34.582,265.78729248,88.9433059692,299.0,209.0,226.0,18.0,770.382263184,226.16633606,2076.72167969,1026.87231445,-657.493774414,2106.72167969,473.693328857,732.071472168,2046.72167969
34.613,259.723144531,91.3256759644,295.0,209.0,224.0,18.0,737.849853516,212.160812378,2109.97607422,1013.0647583,-667.872253418,2139.97607422,466.802062988,743.965881348,2079.97607422
