t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
22.033,210.092971802,168.759399414,213.0,235.0,182.0,116.0,525.437927246,-511.449859619,2991.23242188,561.50604248,-1218.36242676,3021.23242188,228.449295044,41.5362548828,2961.23242188
22.283,187.300109863,164.293243408,213.0,235.0,164.0,118.0,279.5625,-453.578125,2920.25,548.313720703,-1189.73754883,2950.25,40.5405349731,20.2702674866,2890.25
22.314,185.885070801,162.828918457,213.0,235.0,160.0,118.0,265.875915527,-439.913024902,2929.10644531,549.959716797,-1193.30908203,2959.10644531,0.0,20.3323802948,2899.10644531
22.346,183.27432251,160.767959595,213.0,235.0,158.0,118.0,239.579315186,-419.653747559,2935.47021484,551.142456055,-1195.87536621,2965.47021484,-20.3770122528,20.3770122528,2905.47021484
22.377,179.620925903,159.492523193,213.0,235.0,156.0,118.0,205.044494629,-412.708770752,2980.12353516,559.44140625,-1213.88256836,3010.12353516,-41.3803634644,20.6901798248,2950.12353516
22.408,178.556182861,158.570739746,213.0,235.0,154.0,118.0,193.786804199,-402.803771973,2978.11230469,559.067626953,-1213.0715332,3008.11230469,-62.0283241272,20.6760749817,2948.11230469
22.439,177.822463989,158.304962158,213.0,235.0,152.0,118.0,185.774719238,-399.276702881,2972.51806641,558.027954102,-1210.81555176,3002.51806641,-82.547454834,20.636838913,2942.51806641
22.486,175.760116577,157.165481567,213.0,235.0,150.0,120.0,160.960372925,-379.576660156,2912.49511719,546.872436523,-1186.61022949,2942.49511719,-101.079498291,0.0,2882.49511719
22.518,173.803344727,157.382324219,213.0,235.0,148.0,118.0,139.831451416,-378.692382812,2888.85571289,542.479003906,-1177.07727051,2918.85571289,-120.300628662,20.0500888824,2858.85571289
22.549,173.413116455,157.689407349,211.0,235.0,148.0,120.0,135.723327637,-381.367858887,2885.56152344,521.419067383,-1175.7487793,2915.56152344,-120.162017822,0.0,2855.56152344
22.58,171.366470337,160.645507812,211.0,235.0,146.0,118.0,113.131164551,-404.547119141,2838.32470703,512.971252441,-1156.6998291,2868.32470703,-137.869995117,19.6956977844,2808.32470703
22.611,170.938934326,160.906845093,209.0,235.0,146.0,120.0,108.472091675,-405.638031006,2827.796875,491.045684814,-1152.4543457,2857.796875,-137.353149414,0.0,2797.796875
22.643,170.480514526,161.562835693,213.0,235.0,144.0,120.0,103.562973022,-410.701965332,2817.90991211,529.293457031,-1148.46716309,2847.90991211,-156.42036438,0.0,2787.90991211
22.674,169.689697266,161.980331421,207.0,235.0,144.0,120.0,95.5891036987,-414.137268066,2813.22167969,468.600952148,-1146.57653809,2843.22167969,-156.157333374,0.0,2783.22167969
22.955,167.108169556,171.896148682,203.0,235.0,136.0,118.0,64.838760376,-473.381958008,2601.25048828,396.757446289,-1061.09570312,2631.25048828,-216.396408081,18.0330200195,2571.25048828
22.986,166.968551636,171.689315796,203.0,235.0,134.0,120.0,63.3956222534,-470.237548828,2594.31103516,395.71105957,-1058.29724121,2624.31103516,-233.796813965,0.0,2564.31103516
23.018,166.760604858,172.972229004,201.0,235.0,134.0,120.0,61.174987793,-479.332641602,2580.44287109,375.312103271,-1052.70471191,2610.44287109,-232.532424927,0.0,2550.44287109
23.049,166.205932617,173.185470581,201.0,235.0,134.0,120.0,55.9280166626,-479.308197021,2569.96630859,373.805877686,-1048.4798584,2599.96630859,-231.57723999,0.0,2539.96630859
23.08,165.449493408,173.525177002,199.0,235.0,134.0,120.0,48.7868423462,-479.186035156,2553.00463867,353.251678467,-1041.63977051,2583.00463867,-230.030776978,0.0,2523.00463867
23.111,165.347091675,174.250457764,199.0,235.0,132.0,120.0,47.6199417114,-483.141723633,2539.66650391,351.42755127,-1036.26086426,2569.66650391,-246.415817261,0.0,2509.66650391
23.143,164.824768066,174.72026062,197.0,235.0,132.0,120.0,42.7165489197,-484.47164917,2524.79272461,331.475921631,-1030.26269531,2554.79272461,-244.95539856,0.0,2494.79272461
23.174,163.9375,174.336608887,195.0,235.0,130.0,120.0,34.5923576355,-477.367095947,2505.33325195,311.169891357,-1022.41546631,2535.33325195,-260.405090332,0.0,2475.33325195
23.424,158.659820557,178.345321655,187.0,235.0,124.0,122.0,-11.1951942444,-487.387451172,2382.17626953,228.384933472,-972.750305176,2412.17626953,-296.938781738,-16.4965801239,2352.17626953
23.455,158.224151611,179.389556885,185.0,235.0,124.0,122.0,-14.723947525,-492.413482666,2364.42431641,209.911193848,-965.591552734,2394.42431641,-294.697784424,-16.3720798492,2334.42431641
23.486,157.605987549,180.353790283,183.0,235.0,124.0,122.0,-19.7245788574,-497.262023926,2349.55859375,191.919281006,-959.596679688,2379.55859375,-292.821136475,-16.2678222656,2319.55859375
23.518,156.156997681,178.413497925,181.0,235.0,122.0,122.0,-31.1936283112,-474.142883301,2314.73632812,172.666427612,-945.554016113,2344.73632812,-304.448730469,-16.023601532,2284.73632812
23.549,155.584197998,178.616973877,179.0,235.0,124.0,122.0,-35.6959724426,-473.841918945,2305.23706055,155.589035034,-941.723266602,2335.23706055,-287.225982666,-15.9569807053,2275.23706055
23.58,155.497055054,178.924972534,179.0,235.0,124.0,122.0,-36.3459320068,-475.618713379,2301.78686523,155.359161377,-940.331970215,2331.78686523,-286.790405273,-15.9327840805,2271.78686523
23.611,154.959503174,178.628677368,179.0,235.0,124.0,122.0,-40.4485321045,-470.477539062,2288.41259766,154.468078613,-934.938598633,2318.41259766,-285.102050781,-15.8389854431,2258.41259766
23.643,154.668701172,177.689834595,177.0,235.0,124.0,122.0,-42.5420074463,-460.345458984,2275.56933594,137.442749023,-929.759338379,2305.56933594,-283.480712891,-15.7489118576,2245.56933594
23.893,153.548568726,171.688980103,181.0,235.0,126.0,122.0,-49.9602279663,-400.281860352,2208.37841797,164.834228516,-902.663452148,2238.37841797,-259.720794678,-15.2776784897,2178.37841797
23.924,153.461975098,171.647964478,185.0,235.0,126.0,122.0,-50.6320724487,-399.97454834,2208.43505859,196.236160278,-902.686279297,2238.43505859,-259.727539062,-15.2780771255,2178.43505859
23.955,153.582733154,171.366729736,185.0,235.0,126.0,122.0,-49.8146934509,-398.739105225,2213.66796875,196.694900513,-904.796508789,2243.66796875,-260.35144043,-15.3147773743,2183.66796875
23.986,153.648788452,171.325531006,185.0,235.0,126.0,122.0,-49.2834854126,-398.270446777,2212.84106445,196.622406006,-904.46307373,2242.84106445,-260.252838135,-15.3089771271,2182.84106445
24.018,153.321929932,170.786315918,185.0,235.0,126.0,122.0,-52.0444107056,-395.794921875,2222.43481445,197.4634552,-908.33190918,2252.43481445,-261.39666748,-15.3762617111,2192.43481445
24.049,153.674179077,171.596099854,185.0,235.0,126.0,120.0,-49.3618240356,-402.615966797,2225.25439453,197.710632324,-909.468994141,2255.25439453,-261.732849121,0.0,2195.25439453
24.096,153.799331665,172.639633179,185.0,235.0,126.0,122.0,-48.2987632751,-410.024627686,2221.27661133,197.361923218,-907.864807129,2251.27661133,-261.258605957,-15.3681383133,2191.27661133
24.127,153.588989258,174.319595337,183.0,235.0,126.0,122.0,-49.9566383362,-423.276031494,2222.14648438,181.643066406,-908.215637207,2252.14648438,-261.362304688,-15.3742389679,2192.14648438
24.158,153.777908325,174.658355713,183.0,235.0,126.0,122.0,-48.5251998901,-426.272674561,2224.00878906,181.793258667,-908.96661377,2254.00878906,-261.584320068,-15.387301445,2194.00878906
24.189,153.931472778,174.667297363,183.0,235.0,124.0,122.0,-47.2336425781,-425.496002197,2219.59350586,181.437164307,-907.186157227,2249.59350586,-276.414337158,-15.3563346863,2189.59350586
24.221,153.965209961,174.173980713,183.0,235.0,126.0,122.0,-46.8743515015,-420.788360596,2215.02441406,181.068634033,-905.34362793,2245.02441406,-260.513153076,-15.3242893219,2185.02441406
