start,end,name,index
32.05,32.508,living,5
38.462,42.052,bed2,2
35.44,45.961,living,5
52.053,57.314,living,5
57.164,62.054,bed2,2
72.05,72.646,bed2,2
76.164,79.877,living,5
82.055,82.65,bed2,2
88.454,89.656,living,5
128.454,129.166,living,5
137.628,138.455,living,5
152.05,152.705,bed2,2
172.051,172.645,bed2,2
178.454,182.05,living,5
188.456,189.165,living,5
212.05,212.643,bed2,2
238.455,239.164,living,5
247.959,248.456,hall,3
257.275,258.532,hall,3
276.88,278.453,living,5
283.194,288.456,living,5
292.558,294.275,hall,3
292.696,298.478,living,5
303.192,308.46,hall,3
309.887,313.192,hall,3
318.455,320.447,hall,3
330.438,338.456,living,5
346.751,349.131,hall,3
348.045,352.519,kitchen,4
360.455,362.052,hall,3
359.134,369.136,kitchen,4
379.531,382.534,hall,3
392.49,400.877,kitchen,4
405.121,407.754,kitchen,4
406.432,410.885,hall,3
411.881,417.187,hall,3
420.057,421.88,hall,3
426.223,426.486,hall,3
420.884,430.119,kitchen,4
447.232,447.399,kitchen,4
433.64,449.378,hall,3
450.117,450.879,hall,3
460.124,460.819,hall,3
469.595,470.113,hall,3
465.318,475.448,kitchen,4
493.645,500.094,hall,3
502.849,503.645,kitchen,4
544.643,544.934,kitchen,4
543.456,548.193,hall,3
557.558,570.137,hall,3
558.464,574.456,living,5
610.117,610.877,bed1,1
671.737,672.244,hall,3
680.537,681.444,hall,3
689.93,690.601,living,5
732.671,733.036,hall,3
768.805,771.513,bed1,1
771.564,774.46,hall,3
777.236,778.222,hall,3
790.497,794.466,living,5
789.928,803.223,bed1,1
819.164,829.88,living,5
832.531,839.136,hall,3
843.469,851.517,hall,3
862.56,875.018,hall,3
879.338,881.201,kitchen,4
883.887,890.142,kitchen,4
900.186,902.548,kitchen,4
910.866,911.167,hall,3
913.884,915.284,hall,3
920.134,924.645,bed2,2
922.534,924.937,hall,3
930.132,931.459,bed2,2
931.162,932.53,hall,3
948.184,958.233,bed2,2
950.133,958.372,hall,3
976.515,989.174,hall,3
982.457,989.216,bed2,2
1012.456,1012.883,hall,3
1017.643,1022.377,hall,3
1022.455,1036.433,hall,3
1036.236,1042.456,bed2,2
1046.434,1047.882,hall,3
1090.822,1096.434,bed2,2
1091.027,1099.078,hall,3
1100.884,1106.452,bed2,2
1110.885,1116.455,bed2,2
1148.129,1152.787,bed2,2
1153.127,1156.68,hall,3
1158.122,1166.428,bed2,2
1175.879,1185.882,bed2,2
1207.453,1212.529,hall,3
1208.123,1220.791,bed2,2
1221.902,1227.017,hall,3
1229.579,1231.904,hall,3
1227.454,1233.875,toilet,8
1236.726,1237.455,hall,3
1247.456,1256.918,toilet,8
1259.515,1261.897,hall,3
1269.513,1273.135,hall,3
1269.109,1281.456,toilet,8
1279.516,1282.532,hall,3
1289.515,1298.682,bed1,1
1302.535,1310.46,bed1,1
1324.621,1325.052,bath,0
1326.89,1335.05,bath,0
1342.531,1345.459,bath,0
1352.532,1360.684,bath,0
1365.435,1371.126,bath,0
1374.491,1384.456,bath,0
1394.458,1398.168,bath,0
1404.045,1406.886,living,5
1427.119,1430.865,bath,0
1444.878,1452.884,bath,0
1464.455,1470.452,living,5
1489.074,1497.053,living,5
