start,end,name,index
10.5,16.47,p_stand,10
16.47,24.132,a_walk,4
24.132,25.93,p_stand,10
25.93,27.659,t_turn,19
27.659,29.274,a_walk,4
29.274,30.612,t_turn,19
30.612,33.653,a_walk,4
33.653,34.255,t_turn,19
34.255,36.282,a_walk,4
36.282,37.674,t_turn,19
37.674,39.972,p_stand,10
39.972,41.256,t_turn,19
41.256,43.87,a_walk,4
43.87,44.708,p_stand,10
44.715,47.215,a_jump,2
47.215,49.681,p_stand,10
49.681,50.485,t_turn,19
50.485,52.965,a_walk,4
52.965,53.749,p_stand,10
53.749,54.27,t_turn,19
54.27,58.851,a_walk,4
58.851,68.534,p_stand,10
68.534,69.297,a_walk,4
69.297,77.945,p_stand,10
77.945,78.263,t_turn,19
78.263,83.743,p_stand,10
83.743,85.095,t_turn,19
85.095,90.967,p_stand,10
90.967,93.284,t_bend,11
93.284,97.183,p_bent,5
97.183,98.037,t_straighten,18
98.037,102.375,p_stand,10
102.375,103.95,t_stand_kneel,16
103.95,108.599,p_kneel,6
108.599,110.363,t_kneel_stand,12
110.363,112.883,p_stand,10
112.883,114.255,t_turn,19
114.255,117.66,p_stand,10
117.66,118.512,a_walk,4
118.512,119.91,t_turn,19
119.91,121.228,t_stand_sit,17
121.228,125.944,p_sit,8
125.944,127.437,t_sit_lie,14
127.437,131.634,p_lie,7
131.634,132.228,t_lie_sit,13
132.228,133.404,p_sit,8
133.404,134.607,t_sit_lie,14
134.607,140.729,p_lie,7
140.729,141.195,t_turn,19
141.195,148.742,p_lie,7
148.789,149.715,t_lie_sit,13
149.715,155.877,p_sit,8
155.912,156.96,t_sit_stand,15
156.96,163.663,p_stand,10
163.663,164.839,t_bend,11
164.839,167.623,p_bent,5
167.623,168.854,t_straighten,18
168.854,175.699,p_stand,10
176.902,180.497,p_squat,9
181.099,188.876,p_stand,10
188.876,189.935,t_stand_sit,17
189.935,194.816,p_sit,8
194.816,196.073,t_sit_lie,14
196.073,200.6,p_lie,7
200.6,201.451,t_turn,19
201.451,208.445,p_lie,7
208.445,210.08,t_turn,19
210.08,214.58,p_lie,7
214.58,214.587,t_lie_sit,13
214.587,216.723,t_lie_sit,13
216.723,222.715,p_sit,8
222.715,224.047,t_sit_stand,15
224.047,229.04,p_stand,10
229.04,229.733,t_turn,19
229.733,231.071,t_bend,11
231.071,234.253,p_bent,5
