start,end,name,index
23.031,25.832,stairs,6
40.852,43.027,living,5
37.261,50.93,hall,3
73.024,73.894,living,5
93.025,95.864,living,5
100.316,103.022,living,5
103.758,109.92,living,5
110.193,113.025,living,5
120.189,125.829,living,5
159.248,160.195,living,5
165.829,170.19,living,5
178.918,180.2,living,5
183.049,185.829,living,5
192.075,193.023,living,5
225.826,230.189,living,5
232.49,233.024,living,5
256.237,260.188,living,5
293.024,295.828,living,5
299.558,300.189,living,5
325.831,326.938,living,5
356.923,363.024,living,5
363.35,365.829,living,5
392.944,393.027,living,5
423.026,425.831,living,5
426.921,433.031,living,5
453.024,455.826,living,5
453.239,466.669,hall,3
465.56,474.902,kitchen,4
490.467,495.83,kitchen,4
500.467,504.894,kitchen,4
518.928,525.381,kitchen,4
622.831,639.923,living,5
648.66,649.924,living,5
654.03,662.572,living,5
663.247,664.928,kitchen,4
738.835,740.901,living,5
741.487,742.718,living,5
857.501,857.719,toilet,8
883.191,887.792,living,5
896.838,903.326,living,5
902.261,904.035,hall,3
911.93,924.384,kitchen,4
931.318,931.932,kitchen,4
933.19,938.106,kitchen,4
943.188,944.287,kitchen,4
1013.468,1019.281,kitchen,4
1021.928,1023.189,stairs,6
1029.236,1041.93,stairs,6
1041.234,1050.896,bed2,2
1063.188,1070.232,bed2,2
1076.737,1079.761,bed2,2
1081.928,1084.49,bed2,2
1089.236,1091.928,bed2,2
1119.235,1123.19,bed2,2
1130.268,1134.023,bed2,2
1141.927,1147.919,bed2,2
1149.237,1150.892,bed2,2
1179.259,1180.892,bed2,2
1187.153,1189.237,bed2,2
1190.234,1192.828,bed2,2
1198.551,1199.237,bed2,2
1200.899,1206.476,bed2,2
1209.045,1209.239,bed2,2
1239.239,1240.891,bed2,2
1243.832,1249.236,bed2,2
1249.716,1253.83,bed2,2
1258.691,1259.237,bed2,2
1263.828,1264.954,bed2,2
1299.236,1303.83,bed2,2
1308.937,1309.301,bed2,2
1314.647,1319.237,bed2,2
1323.829,1329.237,bed2,2
1363.839,1369.237,bed2,2
1387.467,1394.032,stairs,6
1390.28,1404.026,toilet,8
1420.269,1434.927,toilet,8
1439.236,1447.47,toilet,8
1457.47,1463.116,stairs,6
1449.237,1464.031,toilet,8
1472.831,1482.829,stairs,6
1479.718,1489.236,bed1,1
1499.234,1509.236,bed1,1
1517.468,1527.469,stairs,6
1532.852,1536.899,bath,0
1539.273,1550.233,bath,0
1554.929,1558.13,bath,0
1558.326,1559.727,toilet,8
1564.927,1566.031,bath,0
1569.72,1576.891,bath,0
1606.026,1614.93,bath,0
1618.317,1624.929,bath,0
1626.061,1639.924,bath,0
1644.93,1648.834,bath,0
1662.052,1664.928,bath,0
1667.255,1674.928,bath,0
1684.93,1686.028,bath,0
1704.93,1709.74,bath,0
1714.572,1714.928,bath,0
1724.481,1728.146,stairs,6
1728.317,1729.722,hall,3
1729.493,1734.478,living,5
1736.031,1749.224,living,5
1786.428,1787.237,living,5
1792.828,1795.541,living,5
1815.48,1817.236,living,5
1825.481,1827.24,stairs,6
