t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
47.825,285.092651367,122.233093262,307.0,199.0,256.0,78.0,988.1875,-17.640625,2252.75,1176.71203613,-632.382568359,2282.75,748.266601562,327.366638184,2222.75
47.841,287.185455322,123.134384155,307.0,201.0,250.0,76.0,1005.1640625,-24.771484375,2253.74609375,1177.22558594,-648.675231934,2283.74609375,701.81427002,343.109222412,2223.74609375
47.872,280.001525879,122.914627075,307.0,201.0,246.0,64.0,955.313232422,-23.2028808594,2270.20214844,1185.70825195,-653.349365234,2300.20214844,675.585327148,439.91595459,2240.20214844
47.919,285.191314697,120.728034973,307.0,203.0,246.0,60.0,987.266967773,-5.74132537842,2248.87817383,1174.71630859,-663.275146484,2278.87817383,669.154541016,466.851959229,2218.87817383
47.95,289.346374512,119.259506226,307.0,203.0,244.0,28.0,1016.66210938,5.82026672363,2241.44384766,1170.8840332,-661.11138916,2271.44384766,651.402893066,713.44128418,2211.44384766
47.982,287.789886475,113.512748718,307.0,205.0,246.0,28.0,980.435180664,49.7717437744,2187.90185547,1143.28417969,-661.082641602,2217.90185547,650.76574707,696.167907715,2157.90185547
48.013,286.197875977,103.178756714,307.0,205.0,252.0,26.0,935.142089844,124.647476196,2113.15332031,1104.75280762,-638.802612305,2143.15332031,672.053100586,686.662841797,2083.15332031
48.044,287.34173584,99.6669387817,307.0,205.0,252.0,26.0,935.195068359,149.325592041,2094.29077148,1095.02954102,-633.180297852,2124.29077148,665.967773438,680.445251465,2064.29077148
48.091,285.170715332,97.4407730103,307.0,205.0,252.0,24.0,909.549377441,163.925949097,2072.18725586,1083.63562012,-626.59197998,2102.18725586,658.836914062,687.481933594,2042.18725586
48.122,282.812438965,95.3366317749,307.0,205.0,252.0,26.0,890.457763672,178.822937012,2067.64697266,1081.29516602,-625.238708496,2097.64697266,657.372131348,671.662780762,2037.64697266
48.169,279.832275391,92.2597045898,307.0,205.0,252.0,24.0,864.942749023,200.227874756,2058.34887695,1076.50219727,-622.467224121,2088.34887695,654.372436523,682.823364258,2028.34887695
48.2,277.178894043,91.6935501099,307.0,205.0,250.0,22.0,841.021240234,203.162216187,2046.74169922,1070.5189209,-619.007507324,2076.74169922,636.483703613,693.059997559,2016.74169922
48.232,275.010040283,92.2818832397,307.0,205.0,248.0,22.0,821.108825684,197.892181396,2035.9654541,1064.96386719,-615.795471191,2065.96533203,619.014160156,689.356689453,2005.9654541
48.247,272.402893066,91.7756347656,307.0,205.0,244.0,20.0,795.096618652,199.648712158,2017.19519043,1055.28833008,-610.200683594,2047.19519043,585.348205566,696.843078613,1987.19519043
48.294,269.589477539,92.0148620605,307.0,205.0,240.0,20.0,769.677062988,196.547317505,2002.83508301,1047.88598633,-605.920410156,2032.83508301,553.446044922,691.807495117,1972.83508301
48.325,267.862030029,92.3629608154,307.0,209.0,236.0,20.0,753.648925781,193.104309082,1992.53515625,1042.57653809,-631.219726562,2022.53515625,523.028747559,688.195617676,1962.53515625
48.341,265.987182617,92.6517944336,307.0,223.0,232.0,20.0,737.65826416,190.340270996,1984.75708008,1038.5670166,-727.703430176,2014.75708008,493.537139893,685.468139648,1954.75708008
48.388,260.97946167,93.7223968506,305.0,225.0,214.0,22.0,699.835327148,182.116210938,1976.37036133,1020.17254639,-738.745605469,2006.37036133,368.564697266,668.876647949,1946.37036133
48.419,259.271087646,94.4151306152,301.0,227.0,200.0,22.0,687.494995117,177.186187744,1974.93237305,991.318786621,-752.27734375,2004.93237305,272.809204102,668.382507324,1944.93237305
48.45,257.21194458,95.072479248,297.0,227.0,192.0,24.0,672.974731445,172.567184448,1974.17028809,962.830200195,-751.991394043,2004.17028809,218.161880493,654.485534668,1944.17028809
48.482,250.277496338,95.692779541,291.0,229.0,186.0,24.0,624.445556641,168.131988525,1972.51635742,919.902648926,-765.415100098,2002.51635742,177.105728149,653.928710938,1942.51635742
48.513,243.698471069,98.8571929932,285.0,233.0,184.0,26.0,575.337219238,145.334106445,1960.24511719,872.390808105,-788.641296387,1990.24511719,162.449401855,636.260253906,1930.24511719
