t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
409.603,132.516342163,119.978546143,177.0,207.0,104.0,60.0,-230.753753662,0.180122375488,2394.3059082,144.521026611,-739.60723877,2424.3059082,-464.286682129,497.449951172,2364.3059082
409.634,133.391052246,119.135803223,177.0,207.0,106.0,60.0,-225.216705322,7.31452178955,2413.67236328,145.675537109,-745.515563965,2443.67236328,-451.372192383,501.524658203,2383.67236328
409.665,134.081939697,118.425109863,179.0,207.0,106.0,58.0,-220.984573364,13.4279251099,2431.44848633,163.998077393,-750.938720703,2461.44848633,-454.73828125,522.106872559,2401.44848633
409.697,135.018692017,117.303268433,179.0,207.0,110.0,58.0,-214.846923828,23.1927261353,2452.55908203,165.40461731,-757.379150391,2482.55908203,-424.755371094,526.696655273,2422.55908203
409.743,136.050552368,116.244049072,181.0,207.0,112.0,58.0,-207.975616455,32.6164245605,2476.40917969,184.572021484,-764.655334473,2506.40917969,-411.779632568,531.881958008,2446.40917969
409.775,137.710266113,115.837905884,183.0,207.0,114.0,56.0,-195.493621826,36.5039138794,2501.11132812,204.142501831,-772.191467285,2531.11132812,-398.606781006,554.583190918,2471.11132812
409.806,139.145111084,114.897743225,183.0,207.0,116.0,56.0,-184.696685791,45.1870346069,2525.5546875,206.113952637,-779.648681641,2555.5546875,-385.047424316,560.068969727,2495.5546875
409.837,140.363449097,114.011314392,185.0,203.0,118.0,56.0,-175.198760986,53.4314651489,2544.31738281,225.681838989,-749.26373291,2574.31738281,-370.308685303,564.279846191,2514.31738281
409.869,142.064483643,112.731269836,185.0,201.0,122.0,54.0,-161.489715576,65.4469451904,2567.65283203,227.72756958,-737.837280273,2597.65283203,-338.150726318,587.31439209,2537.65283203
409.9,144.960601807,109.933746338,189.0,197.0,124.0,52.0,-138.318145752,92.5798797607,2622.7331543,269.765258789,-716.27331543,2652.7331543,-327.30670166,618.245849609,2592.7331543
409.947,146.569198608,108.192947388,189.0,191.0,126.0,52.0,-124.821006775,109.730461121,2650.27587891,272.566162109,-667.317260742,2680.27587891,-312.406707764,624.813537598,2620.27587891
409.962,148.042266846,106.645858765,189.0,187.0,128.0,50.0,-111.884689331,124.95035553,2668.25341797,274.394378662,-633.945556641,2698.25341797,-296.047180176,647.60333252,2638.25341797
409.993,149.3697052,105.706634521,191.0,181.0,130.0,48.0,-100.187133789,134.710403442,2687.6472168,295.426391602,-581.322875977,2717.6472168,-279.584503174,671.002807617,2657.6472168
410.04,150.614761353,105.041564941,191.0,179.0,130.0,48.0,-89.1650848389,142.113616943,2709.28808594,297.778930664,-566.74041748,2739.28808594,-281.861114502,676.466674805,2679.28808594
410.072,153.743164062,103.886138916,191.0,179.0,132.0,46.0,-60.5278053284,155.883529663,2758.71044922,303.151489258,-576.965576172,2788.71044922,-267.92300415,708.082214355,2728.71044922
410.103,155.074661255,102.740486145,193.0,179.0,132.0,46.0,-47.8316688538,167.612945557,2769.39282227,323.945678711,-579.175720215,2799.39282227,-268.971862793,710.854187012,2739.39282227
410.134,155.997467041,101.621154785,195.0,179.0,134.0,46.0,-39.0474777222,179.298660278,2782.04638672,345.131835938,-581.793640137,2812.04638672,-250.913299561,714.137695312,2752.04638672
410.165,157.330535889,101.145370483,195.0,179.0,134.0,46.0,-26.1464500427,184.674865723,2793.15722656,346.495513916,-584.092407227,2823.15722656,-251.926300049,717.020935059,2763.15722656
410.212,158.122039795,101.254081726,197.0,179.0,134.0,46.0,-18.4775867462,184.444290161,2805.84716797,367.941802979,-586.717895508,2835.84716797,-253.083282471,720.313842773,2775.84716797
410.243,158.960327148,100.339035034,199.0,179.0,136.0,44.0,-10.2825622559,194.451889038,2820.41357422,389.822540283,-589.731567383,2850.41357422,-234.841186523,743.663818359,2790.41357422
410.275,160.222122192,99.7976455688,199.0,179.0,138.0,44.0,2.22532272339,202.402084351,2857.05493164,394.833587646,-597.312438965,2887.05493164,-218.097854614,753.429016113,2827.05493164
410.306,161.913650513,99.2313537598,201.0,179.0,138.0,46.0,19.3263473511,209.747360229,2880.00927734,418.381774902,-602.061523438,2910.00927734,-219.868713379,739.558410645,2850.00927734
410.337,162.653839111,98.5825805664,203.0,179.0,140.0,44.0,26.9579200745,217.559646606,2896.78808594,441.320556641,-605.532958984,2926.78808594,-201.057418823,764.018127441,2866.78808594
410.368,164.724746704,96.7261962891,205.0,177.0,142.0,42.0,48.3889160156,238.360946655,2920.60742188,465.605865479,-589.767456055,2950.60742188,-182.455154419,790.638916016,2890.60742188
410.415,165.967102051,95.5031661987,207.0,173.0,144.0,40.0,61.5187911987,252.554077148,2940.01757812,489.498596191,-551.987731934,2970.01757812,-163.271438599,816.356872559,2910.01757812
410.447,166.41583252,95.2458724976,207.0,169.0,144.0,40.0,66.4366226196,256.331756592,2952.97851562,491.63470459,-512.555175781,2982.97851562,-163.998626709,819.992858887,2922.97851562
410.462,168.146331787,94.510345459,209.0,167.0,146.0,38.0,84.8470611572,265.484008789,2970.16015625,515.507507324,-494.466339111,3000.16015625,-144.342224121,845.433288574,2940.16015625
410.509,169.172714233,92.8098754883,211.0,165.0,148.0,38.0,95.5073547363,283.1065979,2969.23291016,536.382873535,-473.278991699,2999.23291016,-123.682899475,845.166625977,2939.23291016
410.54,171.729034424,88.9993896484,211.0,163.0,150.0,38.0,124.705505371,329.604675293,3031.99609375,547.60748291,-461.708221436,3061.99609375,-105.269996643,863.213989258,3001.99609375
