start,end,name,index
4.794,7.67,study,7
11.641,14.45,study,7
17.667,21.676,study,7
21.787,31.178,study,7
34.453,37.688,living,5
39.037,39.081,study,7
41.644,47.6,living,5
46.35,51.64,study,7
69.79,71.644,study,7
79.091,83.051,living,5
93.358,103.046,living,5
121.643,124.448,living,5
124.272,127.17,study,7
130.892,131.644,living,5
131.517,133.048,study,7
134.878,141.659,living,5
149.66,151.605,living,5
151.05,151.649,study,7
174.783,180.207,living,5
181.586,181.648,study,7
191.639,193.044,living,5
200.807,200.866,study,7
201.643,204.184,living,5
203.043,204.453,study,7
230.506,231.64,living,5
237.099,241.64,living,5
254.093,261.637,living,5
266.669,271.642,study,7
283.044,288.095,living,5
299.662,301.641,study,7
291.646,303.045,living,5
304.447,309.101,living,5
311.644,315.041,living,5
332.359,334.817,living,5
338.62,341.069,study,7
337.269,341.657,living,5
344.468,351.647,living,5
359.672,364.788,kitchen,4
369.669,374.446,study,7
371.773,375.56,kitchen,4
377.691,379.672,study,7
379.181,381.775,kitchen,4
385.612,395.562,kitchen,4
399.092,411.776,kitchen,4
424.448,428.311,study,7
429.672,435.891,kitchen,4
439.67,441.774,study,7
444.781,449.67,kitchen,4
491.772,494.448,kitchen,4
499.667,513.046,kitchen,4
557.135,559.678,study,7
569.242,569.712,kitchen,4
579.708,582.404,study,7
571.773,584.784,kitchen,4
591.604,591.777,stairs,6
619.109,620.924,living,5
638.67,640.925,study,7
684.446,685.562,study,7
690.32,690.929,living,5
724.449,729.671,study,7
737.094,740.925,living,5
759.854,760.925,living,5
774.445,790.923,living,5
802.111,804.448,study,7
793.044,810.93,kitchen,4
854.094,855.564,hall,3
873.044,875.562,kitchen,4
889.803,890.923,kitchen,4
892.35,894.092,kitchen,4
897.672,900.925,kitchen,4
907.671,910.923,study,7
902.349,912.111,kitchen,4
927.676,930.923,study,7
921.777,931.776,kitchen,4
934.447,937.67,study,7
950.922,960.923,bed2,2
951.64,961.641,stairs,6
1040.977,1041.774,study,7
1047.669,1054.782,study,7
1064.784,1067.671,study,7
1089.447,1100.921,study,7
1109.447,1111.639,study,7
1117.668,1140.924,study,7
1149.447,1164.783,study,7
1179.447,1180.926,study,7
1214.784,1215.563,study,7
1260.939,1262.115,study,7
1264.781,1274.784,bed2,2
1273.043,1282.093,stairs,6
1281.645,1291.647,toilet,8
1307.67,1315.564,toilet,8
1323.059,1341.199,toilet,8
1338.211,1347.671,stairs,6
1346.295,1351.654,bed1,1
1351.698,1361.643,bed1,1
1374.783,1382.357,stairs,6
1391.645,1394.785,bath,0
1404.785,1414.784,bath,0
1423.894,1424.797,bath,0
1441.645,1443.759,study,7
1440.87,1444.86,bath,0
1492.351,1497.668,study,7
1501.639,1501.681,study,7
1511.128,1514.782,bath,0
1511.659,1521.644,study,7
1520.392,1524.782,bath,0
1531.658,1535.563,stairs,6
1539.112,1540.168,stairs,6
1544.785,1561.644,living,5
1559.112,1571.555,study,7
1571.643,1574.784,stairs,6
